Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Temparature degree cellcius,Year,,Random,
Wheat,Faridpur,119490,82420,48,,1988,,0.754693611,27
Wheat,Dhaka,75720,51550,50,,1988,,0.754664801,28
Wheat,Kishoregonj,27720,21470,33.35,,1988,,0.754161629,11
Wheat,Dinajpur,149710,110010,6,,1988,,0.753985542,11
Wheat,Noakhali,2070,1250,29.75,,1988,,0.752932244,10
Wheat,Rangpur,173105,133315,17.25,,1988,,0.752878277,11
Wheat,Rangamati,0,0,12.75,,1989,,0.752416147,11
Wheat,Chittagonj,40,30,4,,1989,,0.751665564,13
Wheat,Dhaka,79510,48360,11,,1989,,0.749031121,14
Wheat,Faridpur,121380,57000,3.5,,1989,,0.747366165,11
Wheat,Patuakhali,290,120,0.75,,1989,,0.746743519,12
Wheat,Jamalpur,53150,33650,7.08,,1989,,0.746431114,10
Wheat,Bogra,50110,38560,5,,1989,,0.746085176,13
Wheat,Dinajpur,187310,134440,8,,1989,,0.745447805,12
Wheat,Rajshahi,119770,78540,5,,1989,,0.742232496,11
Wheat,Jessore,113280,66250,3,,1989,,0.742020075,13
Wheat,Khagrachari,0,0,7.08,,1989,,0.741100261,15
Wheat,Rangpur,162160,116940,7.75,,1989,,0.74025457,14
Wheat,Noakhali,3850,1890,6.25,,1989,,0.740034558,15
Wheat,Comilla,156300,86850,4.5,,1989,,0.739726605,12
Wheat,Barisal,16830,8670,3.5,,1989,,0.739038028,9
Wheat,Khulna,9080,6460,2.25,,1989,,0.73834612,10
Wheat,Kishoregonj,26070,16800,7.08,,1989,,0.738051927,9
Wheat,Pabna,148260,68780,7.08,,1989,,0.737399448,11
Wheat,Mymensingh,29680,18960,7.08,,1989,,0.736572798,10
Wheat,Tangail,54900,31690,17.5,,1989,,0.73648451,9
Wheat,Bandarban,0,0,7.08,,1989,,0.735191663,10
Wheat,Kustia,114160,67530,7.08,,1989,,0.734582054,11
Wheat,Sylhet,16930,8480,18.5,,1989,,0.734550939,13
Wheat,Rangpur,172440,122490,14.5,,1990,,0.734266451,11
Wheat,Faridpur,112820,67550,22,,1990,,0.733814002,10
Wheat,Barisal,9850,4790,44.75,,1990,,0.732913766,10
Wheat,Jessore,106010,74230,47.5,,1990,,0.732466115,11
Wheat,Mymensingh,30600,20300,22.75,,1990,,0.730838298,13
Wheat,Jamalpur,57450,39270,30.26,,1990,,0.730116005,13
Wheat,Comilla,136430,81130,29.75,,1990,,0.729478713,11
Wheat,Sylhet,21070,12140,22.5,,1990,,0.729076999,16
Wheat,Bogra,51470,40670,7.75,,1990,,0.728851058,15
Wheat,Dinajpur,206970,156600,1.5,,1990,,0.727972222,14
Wheat,Noakhali,810,210,67.75,,1990,,0.727518341,15
Wheat,Pabna,175500,118640,30.26,,1990,,0.724310724,15
Wheat,Dhaka,79530,50230,36.25,,1990,,0.723829234,16
Wheat,Patuakhali,540,240,52.25,,1990,,0.722886343,17
Wheat,Khagrachari,0,0,30.26,,1990,,0.722276616,15
Wheat,Bandarban,0,0,30.26,,1990,,0.720127638,14
Wheat,Chittagonj,0,0,37.25,,1990,,0.72000585,15
Wheat,Kishoregonj,26510,17470,30.26,,1990,,0.719889558,16
Wheat,Rangamati,10,0,41.75,,1990,,0.718670963,17
Wheat,Rajshahi,125510,92290,12.75,,1990,,0.717914909,16
Wheat,Tangail,47460,28590,17.75,,1990,,0.717499994,17
Wheat,Kustia,111310,72380,30.26,,1990,,0.717412558,17
Wheat,Khulna,7760,5070,35.75,,1990,,0.71737906,17
Wheat,Patuakhali,190,80,7.25,,1991,,0.716660511,16
Wheat,Pabna,184190,137770,29.9,,1991,,0.716572671,15
Wheat,Noakhali,1080,410,33,,1991,,0.716341846,12
Wheat,Faridpur,110100,72980,47.5,,1991,,0.716308337,13
Wheat,Kustia,113200,80530,29.9,,1991,,0.716112639,13
Wheat,Khulna,8110,5740,28.75,,1991,,0.715555772,14
Wheat,Rajshahi,142500,104670,24.5,,1991,,0.71449612,13
Wheat,Bogra,39930,33700,32.5,,1991,,0.714271833,12
Wheat,Sylhet,18560,10840,36.75,,1991,,0.714265248,13
Wheat,Dhaka,76450,61290,38.75,,1991,,0.713748777,15
Wheat,Jessore,103040,75490,27.5,,1991,,0.712244465,17
Wheat,Comilla,103040,76730,56.25,,1991,,0.711876216,16
Wheat,Dinajpur,184920,146390,18.75,,1991,,0.711486897,14
Wheat,Kishoregonj,31440,23940,29.9,,1991,,0.710969357,14
Wheat,Mymensingh,25290,19390,23.5,,1991,,0.710634051,15
Wheat,Khagrachari,0,0,29.9,,1991,,0.709693632,16
Wheat,Rangpur,163940,134690,17,,1991,,0.709291866,17
Wheat,Jamalpur,57910,42060,29.9,,1991,,0.70910617,16
Wheat,Barisal,8860,4660,23.5,,1991,,0.709075034,19
Wheat,Chittagonj,15,10,32.75,,1991,,0.70902927,18
Wheat,Rangamati,40,10,29,,1991,,0.708683625,18
Wheat,Bandarban,15,10,29.9,,1991,,0.706283828,19
Wheat,Tangail,47170,33660,31,,1991,,0.706099407,19
Wheat,Dinajpur,230760,171450,5.5,,1992,,0.705903263,21
Wheat,Faridpur,112350,664380,16.25,,1992,,0.705287014,21
Wheat,Dhaka,79740,57410,12.5,,1992,,0.702717538,18
Wheat,Kustia,121100,117590,20.09,,1992,,0.702608956,18
Wheat,Chittagonj,30,10,39.25,,1992,,0.702241985,18
Wheat,Kishoregonj,33650,25000,20.09,,1992,,0.701894052,20
Wheat,Patuakhali,760,220,26.5,,1992,,0.701508538,19
Wheat,Jessore,122510,98250,26.75,,1992,,0.700817683,20
Wheat,Khagrachari,10,10,20.09,,1992,,0.700562659,21
Wheat,Sylhet,19580,14470,14.5,,1992,,0.699778036,21
Wheat,Rangpur,177730,112860,7.25,,1992,,0.698099171,20
Wheat,Jamalpur,69420,51160,20.09,,1992,,0.697874308,21
Wheat,Khulna,4410,3640,54,,1992,,0.697725397,18
Wheat,Barisal,11450,8380,27.5,,1992,,0.697649526,15
Wheat,Noakhali,2240,1070,27,,1992,,0.697365789,17
Wheat,Comilla,108410,85210,16.5,,1992,,0.6965833,17
Wheat,Rangamati,70,60,30,,1992,,0.696245562,18
Wheat,Bogra,39590,35390,4.25,,1992,,0.695261941,17
Wheat,Bandarban,120,70,20.09,,1992,,0.695098311,17
Wheat,Tangail,52890,41890,13,,1992,,0.693736322,17
Wheat,Rajshahi,149520,124400,9.75,,1992,,0.692356124,19
Wheat,Mymensingh,33010,23600,11,,1992,,0.692007184,22
Wheat,Pabna,204580,139110,20.09,,1992,,0.690954219,20
Wheat,Noakhali,3090,2130,39.5,,1993,,0.690416143,18
Wheat,Kustia,113260,98710,23.38,,1993,,0.690142322,18
Wheat,Chittagonj,40,20,23.5,,1993,,0.689448366,20
Wheat,Sylhet,18610,10900,46.5,,1993,,0.6891124,20
Wheat,Pabna,198610,133510,23.38,,1993,,0.688216566,21
Wheat,Kishoregonj,34450,24650,23.38,,1993,,0.687692098,20
Wheat,Patuakhali,1250,610,24,,1993,,0.686842908,
Wheat,Khulna,6650,6260,34,,1993,,0.686050016,
Wheat,Bogra,41150,36830,18.75,,1993,,0.684881767,
Wheat,Jamalpur,63340,45340,23.38,,1993,,0.684874507,
Wheat,Dhaka,77320,57660,17.75,,1993,,0.68451019,
Wheat,Rajshahi,150310,119220,14.75,,1993,,0.683490976,
Wheat,Dinajpur,213690,152900,14.25,,1993,,0.682946213,
Wheat,Rangamati,210,180,40,,1993,,0.682688901,
Wheat,Jessore,125000,95500,9.25,,1993,,0.680178893,
Wheat,Rangpur,163420,109060,18.75,,1993,,0.679911199,
Wheat,Khagrachari,0,0,23.38,,1993,,0.679786754,
Wheat,Bandarban,0,0,23.38,,1993,,0.678726852,
Wheat,Tangail,58860,42600,5,,1993,,0.678582604,
Wheat,Faridpur,94180,71850,14.25,,1993,,0.676775973,
Wheat,Barisal,12430,8620,14.25,,1993,,0.675710608,
Wheat,Mymensingh,31800,22250,20.5,,1993,,0.675069423,
Wheat,Comilla,112450,92250,42.5,,1993,,0.674857489,
Wheat,Sylhet,19180,12980,17.5,,1994,,0.672743609,
Wheat,Rajshahi,151210,122480,19,,1994,,0.672528758,
Wheat,Patuakhali,5,3,6.5,,1994,,0.671541576,
Wheat,Dhaka,80430,59920,20.25,,1994,,0.67069773,
Wheat,Bogra,400990,39670,11.25,,1994,,0.670533274,
Wheat,Pabna,210980,144590,11.41,,1994,,0.669968147,
Wheat,Jessore,148550,133520,10.75,,1994,,0.669860091,
Wheat,Khulna,8110,7360,5.25,,1994,,0.669653279,
Wheat,Mymensingh,29340,19770,16.75,,1994,,0.66948042,
Wheat,Jamalpur,65180,51870,11.41,,1994,,0.669459315,
Wheat,Comilla,110500,103900,5.5,,1994,,0.668250714,
Wheat,Kishoregonj,32910,23320,11.41,,1994,,0.668134937,
Wheat,Khagrachari,0,0,11.41,,1994,,0.666871049,
Wheat,Kustia,117410,104130,11.41,,1994,,0.666771964,
Wheat,Chittagonj,140,70,8.75,,1994,,0.664327989,
Wheat,Dinajpur,221290,158840,11.25,,1994,,0.660849284,
Wheat,Barisal,14900,11140,6,,1994,,0.660617483,
Wheat,Noakhali,4750,2790,2.75,,1994,,0.660487758,
Wheat,Faridpur,102500,69060,11,,1994,,0.658692156,
Wheat,Tangail,54890,42620,24.5,,1994,,0.658203357,
Wheat,Rangamati,150,130,5.75,,1994,,0.658164355,
Wheat,Bandarban,0,0,11.41,,1994,,0.657467298,
Wheat,Rangpur,166620,136830,11.25,,1994,,0.657011542,
Wheat,Comilla,115590,104110,44,25,1995,,0.656655209,
Wheat,Khulna,12460,10970,70.5,24,1995,,0.655774737,
Wheat,Bogra,48700,46860,26.25,24,1995,,0.65577226,
Wheat,Dhaka,84420,69240,38,24,1995,,0.655418883,
Wheat,Khagrachari,0,0,45.63,24,1995,,0.655217691,
Wheat,Faridpur,124690,89640,28.5,26,1995,,0.654511513,
Wheat,Rajshahi,180590,154100,23.25,25,1995,,0.653383619,
Wheat,Chittagonj,260,130,83.75,27,1995,,0.653183865,
Wheat,Dinajpur,230650,168750,23.5,26,1995,,0.652970324,
Wheat,Rangpur,180560,145920,29.5,25,1995,,0.652300285,
Wheat,Kustia,124770,107540,45.63,24,1995,,0.652294277,
Wheat,Jamalpur,68810,52450,45.63,25,1995,,0.65222049,
Wheat,Mymensingh,35740,24490,32.5,26,1995,,0.651985239,
Wheat,Kishoregonj,35700,26460,45.63,25,1995,,0.651846867,
Wheat,Barisal,14380,10150,54,27,1995,,0.651779201,
Wheat,Rangamati,20,20,57,25,1995,,0.651596016,
Wheat,Noakhali,1320,700,71,28,1995,,0.650271713,
Wheat,Bandarban,0,0,45.63,25,1995,,0.650157975,
Wheat,Sylhet,9870,7040,35.25,25,1995,,0.650089291,
Wheat,Jessore,161840,141540,39.5,23,1995,,0.649205869,
Wheat,Pabna,237860,162300,45.63,24,1995,,0.648968264,
Wheat,Patuakhali,5,3,79,24,1995,,0.648769638,
Wheat,Tangail,61200,46720,40.25,23,1995,,0.648522694,
Wheat,Mymensingh,27690,17990,3.5,24,1996,,0.647576232,
Wheat,Rajshahi,178450,152540,5.25,23,1996,,0.646687408,
Wheat,Rangamati,15,10,25.75,25,1996,,0.645080802,
Wheat,Kishoregonj,35840,27960,10.59,25,1996,,0.641615607,
Wheat,Chittagonj,325,160,27.5,25,1996,,0.6416118,
Wheat,Patuakhali,0,0,20,25,1996,,0.640907122,
Wheat,Dhaka,89640,71440,5.25,24,1996,,0.640084583,
Wheat,Sylhet,4400,2820,19.5,25,1996,,0.639268124,
Wheat,Bogra,52830,50920,7.75,25,1996,,0.638141708,
Wheat,Tangail,6220,47910,13.75,25,1996,,0.637489576,
Wheat,Jamalpur,70890,55670,10.59,25,1996,,0.637248912,
Wheat,Jessore,148040,134780,16,28,1996,,0.635583584,
Wheat,Noakhali,1410,850,4.5,26,1996,,0.635344218,
Wheat,Kustia,127250,117700,10.59,26,1996,,0.634879908,
Wheat,Rangpur,182460,157800,3.25,27,1996,,0.634610529,
Wheat,Dinajpur,247920,197850,5,28,1996,,0.634403768,
Wheat,Pabna,244210,192250,10.59,28,1996,,0.63369833,
Wheat,Comilla,119670,105780,6.25,27,1996,,0.632967424,
Wheat,Khagrachari,0,0,10.59,28,1996,,0.632081851,
Wheat,Faridpur,132660,101610,4.25,28,1996,,0.630545814,
Wheat,Khulna,7590,6770,6.5,27,1996,,0.630236038,
Wheat,Barisal,15570,11290,6,27,1996,,0.629965174,
Wheat,Bandarban,0,0,10.59,27,1996,,0.629291168,
Wheat,Rangamati,16,10,12.25,28,1997,,0.629265444,
Wheat,Faridpur,141040,118820,27,27,1997,,0.628680528,
Wheat,Mymensingh,33450,25100,11.25,28,1997,,0.627618037,
Wheat,Dhaka,97810,84850,8,27,1997,,0.627024002,
Wheat,Sylhet,5070,3620,17.25,28,1997,,0.626719754,
Wheat,Bandarban,0,0,15.88,26,1997,,0.626717086,
Wheat,Noakhali,1810,1240,10.75,27,1997,,0.624995142,
Wheat,Kishoregonj,40270,33130,15.88,27,1997,,0.624064276,
Wheat,Chittagonj,350,220,21.25,27,1997,,0.623427817,
Wheat,Khagrachari,12,5,15.88,26,1997,,0.623107738,
Wheat,Barisal,16790,12200,13.5,26,1997,,0.622387869,
Wheat,Dinajpur,310560,293870,17,27,1997,,0.621313401,
Wheat,Rajshahi,200800,183640,27.25,26,1997,,0.621118831,
Wheat,Khulna,8360,7540,13.25,28,1997,,0.620588378,
Wheat,Kustia,143020,134260,15.88,28,1997,,0.620458407,
Wheat,Bogra,56770,55120,12.5,28,1997,,0.620393969,
Wheat,Tangail,71120,56920,16.75,28,1997,,0.620350708,
Wheat,Jamalpur,80720,74060,15.88,28,1997,,0.619864973,
Wheat,Pabna,253420,227880,15.88,28,1997,,0.619726752,
Wheat,Jessore,165600,155150,20.5,28,1997,,0.618272775,
Wheat,Patuakhali,2,1,13.5,28,1997,,0.61825032,
Wheat,Comilla,133090,119970,12.5,28,1997,,0.617480925,
Wheat,Rangpur,228340,215210,15.5,34,1997,,0.616231345,
Wheat,Patuakhali,60,40,50.75,30,1998,,0.615376545,
Wheat,Khulna,9390,8410,70.5,32,1998,,0.614357972,
Wheat,Rangpur,273260,249900,3,33,1998,,0.613410966,
Wheat,Bandarban,0,0,37.64,34,1998,,0.612772064,
Wheat,Tangail,82600,64040,20,32,1998,,0.611748419,
Wheat,Kishoregonj,46570,37320,37.64,31,1998,,0.611114588,
Wheat,Jamalpur,93630,80170,37.64,33,1998,,0.61059688,
Wheat,Jessore,164060,152240,47,34,1998,,0.610039484,
Wheat,Rajshahi,217610,187070,13.5,32,1998,,0.609126404,
Wheat,Sylhet,5600,4030,16,32,1998,,0.608815751,
Wheat,Barisal,27420,17750,118,33,1998,,0.608352534,
Wheat,Rangamati,20,20,29.75,33,1998,,0.608002481,
Wheat,Khagrachari,10,5,37.64,32,1998,,0.607272413,
Wheat,Noakhali,3100,2140,62.25,33,1998,,0.607115843,
Wheat,Dinajpur,345170,316180,4.75,32,1998,,0.606965448,
Wheat,Mymensingh,35630,26270,12.75,33,1998,,0.606532871,
Wheat,Pabna,260820,230150,37.64,32,1998,,0.606288454,
Wheat,Dhaka,105630,88080,34,32,1998,,0.60615814,
Wheat,Chittagonj,370,230,58.25,32,1998,,0.605172271,
Wheat,Comilla,149290,126000,49.75,33,1998,,0.605030209,
Wheat,Kustia,148720,140500,37.64,31,1998,,0.604181784,
Wheat,Faridpur,153260,123860,41.5,31,1998,,0.604013189,
Wheat,Bogra,57420,54030,8.25,32,1998,,0.603278003,
Wheat,Comilla,121970,99860,10.75,31,1999,,0.602665478,
Wheat,Barisal,27840,19220,0.75,34,1999,,0.602193291,
Wheat,Dhaka,102700,82530,3.25,33,1999,,0.601695719,
Wheat,Jessore,148520,136810,7.6,34,1999,,0.601262638,
Wheat,Rangamati,10,10,29.5,33,1999,,0.601200086,
Wheat,Rangpur,240870,229260,2,33,1999,,0.600663431,
Wheat,Rajshahi,241260,227570,0.25,33,1999,,0.59967866,
Wheat,Chittagonj,200,90,27.25,33,1999,,0.59943567,
Wheat,Dinajpur,364160,351820,1.25,33,1999,,0.59828704,
Wheat,Tangail,78390,56790,8.75,33,1999,,0.597917006,
Wheat,Kishoregonj,41480,32030,7.6,37,1999,,0.597857579,
Wheat,Sylhet,4470,3640,0,33,1999,,0.596537196,
Wheat,Kustia,110890,108810,7.6,36,1999,,0.596341892,
Wheat,Khulna,5690,5360,3.5,37,1999,,0.595394978,
Wheat,Noakhali,4000,1820,22.25,36,1999,,0.595083732,
Wheat,Patuakhali,20,10,3.25,33,1999,,0.5949675,
Wheat,Bandarban,0,0,7.6,32,1999,,0.594935042,
Wheat,Khagrachari,30,10,7.6,32,1999,,0.594101742,
Wheat,Jamalpur,84170,66960,7.6,36,1999,,0.593804099,
Wheat,Pabna,240260,219350,7.6,33,1999,,0.591767794,
Wheat,Faridpur,151430,118930,1,35,1999,,0.591010317,
Wheat,Bogra,57500,56490,7.6,34,1999,,0.590385796,
Wheat,Mymensingh,31090,22610,0.25,33,1999,,0.589532307,
Wheat,Rangpur,226420,217970,4,33,2000,,0.58812912,
Wheat,Tangail,70450,48650,13.5,33,2000,,0.587141815,
Wheat,Pabna,216230,191530,14.16,33,2000,,0.586549347,
Wheat,Kishoregonj,33260,23860,14.16,32,2000,,0.585712993,
Wheat,Noakhali,2290,970,26,33,2000,,0.584213463,
Wheat,Patuakhali,0,0,32.25,34,2000,,0.581442634,
Wheat,Barisal,27910,20720,11.25,39,2000,,0.580981505,
Wheat,Rajshahi,226520,211810,12.75,39,2000,,0.580857044,
Wheat,Bandarban,0,0,14.16,36,2000,,0.580346708,
Wheat,Khagrachari,30,10,14.16,34,2000,,0.579935429,
Wheat,Mymensingh,27900,18830,9.5,36,2000,,0.57892008,
Wheat,Dinajpur,344930,324590,7.5,35,2000,,0.578434,
Wheat,Sylhet,5070,4000,12.75,37,2000,,0.578245648,
Wheat,Jamalpur,75750,66450,14.16,37,2000,,0.577269701,
Wheat,Kustia,125190,120000,14.16,37,2000,,0.576209218,
Wheat,Faridpur,136290,97470,18.5,38,2000,,0.575323777,
Wheat,Rangamati,10,10,21.75,39,2000,,0.575045575,
Wheat,Jessore,133170,121840,5,34,2000,,0.574191455,
Wheat,Chittagonj,150,60,8,35,2000,,0.573922502,
Wheat,Khulna,5220,4460,5,35,2000,,0.572691621,
Wheat,Dhaka,92760,72300,14.25,34,2000,,0.572166117,
Wheat,Comilla,116260,88750,25,35,2000,,0.57204106,
Wheat,Bogra,43480,39000,13.75,34,2000,,0.571232312,
Wheat,Kishoregonj,22210,16790,15.41,34,2001,,0.569764774,
Wheat,Chittagonj,140,50,23.25,35,2001,,0.569681893,
Wheat,Bandarban,0,0,15.41,34,2001,,0.569453868,
Wheat,Kustia,112420,104400,15.41,33,2001,,0.56867871,
Wheat,Jessore,122840,113990,3.5,32,2001,,0.568424391,
Wheat,Mymensingh,19560,14240,5.5,32,2001,,0.568419333,
Wheat,Bogra,50490,45760,2,35,2001,,0.568286248,
Wheat,Rajshahi,218820,205510,0.25,33,2001,,0.568006932,
Wheat,Khulna,5460,4760,23.75,33,2001,,0.567989563,
Wheat,Tangail,61990,43450,12,33,2001,,0.567897925,
Wheat,Barisal,17150,11540,21,33,2001,,0.567330556,
Wheat,Sylhet,8940,7620,49.5,32,2001,,0.567165236,
Wheat,Khagrachari,20,10,15.41,33,2001,,0.565499095,
Wheat,Rangamati,0,0,27.25,34,2001,,0.565302844,
Wheat,Dhaka,97730,75290,4.75,33,2001,,0.564962764,
Wheat,Pabna,208240,187330,15.41,32,2001,,0.562102654,
Wheat,Faridpur,130860,93300,11.5,34,2001,,0.562075705,
Wheat,Jamalpur,79960,63190,15.41,38,2001,,0.560343984,
Wheat,Rangpur,210460,201500,2,37,2001,,0.560076265,
Wheat,Comilla,110120,78880,21.25,35,2001,,0.559417692,
Wheat,Noakhali,2140,960,15,34,2001,,0.558910784,
Wheat,Dinajpur,353560,337190,13.25,36,2001,,0.558049593,
Wheat,Patuakhali,0,0,26.25,35,2001,,0.557956511,
Wheat,Jessore,115180,109500,32.5,35,2002,,0.557828545,
Wheat,Tangail,64660,43640,26,35,2002,,0.55741347,
Wheat,Patuakhali,0,0,6.25,36,2002,,0.556976935,
Wheat,Jamalpur,76770,64130,23.04,37,2002,,0.556667304,
Wheat,Rajshahi,212510,199100,7,38,2002,,0.555975623,
Wheat,Dhaka,82130,62080,15.5,34,2002,,0.555862222,
Wheat,Noakhali,2550,1600,22.25,33,2002,,0.55536707,
Wheat,Kustia,106240,84670,23.04,33,2002,,0.554566485,
Wheat,Rangpur,196650,183880,5.25,33,2002,,0.553818126,
Wheat,Khagrachari,0,0,23.04,33,2002,,0.552734407,
Wheat,Rangamati,0,0,27.5,32,2002,,0.552203916,
Wheat,Mymensingh,19640,14710,23.25,32,2002,,0.55131958,
Wheat,Bogra,45850,41620,7,32,2002,,0.549892808,
Wheat,Pabna,202190,181130,23.04,32,2002,,0.549355085,
Wheat,Khulna,5700,4890,46,32,2002,,0.547025179,
Wheat,Dinajpur,343620,317450,8,31,2002,,0.545787036,
Wheat,Bandarban,0,0,23.04,31,2002,,0.545130601,
Wheat,Barisal,15510,11500,27.75,32,2002,,0.544959626,
Wheat,Chittagonj,140,50,34.75,32,2002,,0.544545726,
Wheat,Kishoregonj,25480,19460,23.04,32,2002,,0.54348968,
Wheat,Faridpur,104190,73700,37.25,31,2002,,0.542767739,
Wheat,Comilla,118100,86620,28,31,2002,,0.542573352,
Wheat,Sylhet,8640,6980,37.5,31,2002,,0.541867532,
Wheat,Narayangonj,13425,8659,12.23,31,2003,,0.541175669,
Wheat,Bogra Region,36680,30750,17.5,32,2003,,0.540618432,
Wheat,Patuakhali Region,0,0,1.5,31,2003,,0.540320364,
Wheat,Shariatpur,13932,10201,12.23,32,2003,,0.540189917,
Wheat,Jamalpur,47503,39390,12.23,32,2003,,0.539283147,
Wheat,Chittagong Region,130,90,12.23,34,2003,,0.538315065,
Wheat,Maulavibazar,496,447,12.23,33,2003,,0.536935186,
Wheat,Sherpur,21587,18400,12.23,33,2003,,0.53690621,
Wheat,Tangail Region,58190,37140,9,32,2003,,0.536774514,
Wheat,Comilla Region,88570,67180,12.23,33,2003,,0.535244487,
Wheat,Kishoregonj,15842,11973,12.23,32,2003,,0.534639137,
Wheat,Rajbari,29370,20607,12.23,33,2003,,0.533477021,
Wheat,Rangamati Region,10,10,12.23,32,2003,,0.533127684,
Wheat,Rangpur,52976,47639,13.75,34,2003,,0.532497623,
Wheat,Barguna,0,0,12.23,34,2003,,0.53240143,
Wheat,Meherpur,31096,28357,12.23,34,2003,,0.531499268,
Wheat,Lalmonirhat,20664,15674,12.23,32,2003,,0.531193514,
Wheat,Bagerhat,204,172,12.23,32,2003,,0.531151402,
Wheat,Jessore,30020,29845,7.5,32,2003,,0.530300096,
Wheat,Thakurgaon,130177,79215,12.23,32,2003,,0.529673953,
Wheat,Pabna Region,210460,171970,12.23,32,2003,,0.529297363,
Wheat,Bandarban Region,0,0,12.23,31,2003,,0.529162299,
Wheat,Sunamgonj,1472,1151,12.23,31,2003,,0.529088773,
Wheat,Nawabgonj,23794,23409,12.23,31,2003,,0.528525536,
Wheat,Chittagong,130,90,12.23,31,2003,,0.5285126,
Wheat,Magura,24814,19962,12.23,31,2003,,0.528407678,
Wheat,Kustia  Region,102360,89330,12.23,30,2003,,0.527260258,
Wheat,Hobigonj,3565,2951,12.23,30,2003,,0.527211906,
Wheat,Netrokona,4538,3267,12.23,32,2003,,0.52696674,
Wheat,Pabna,136249,116625,12.23,31,2003,,0.526543369,
Wheat,Madaripur,7258,4748,8.25,31,2003,,0.52651403,
Wheat,Dinajpur Region,327170,216280,19,30,2003,,0.526045629,
Wheat,Gaibanda,22752,18743,12.23,31,2003,,0.523900571,
Wheat,Munsigonj,3086,2303,12.23,30,2003,,0.522441963,
Wheat,Natore,58987,62604,12.23,30,2003,,0.522411775,
Wheat,Kustia,45739,39257,12.23,30,2003,,0.519970804,
Wheat,Jhenaidah,35283,30761,12.23,30,2003,,0.519251206,
Wheat,Manikgonj,34131,25370,12.23,31,2003,,0.518883047,
Wheat,Faridpur,36004,29210,34.75,32,2003,,0.517766725,
Wheat,Dhaka,8367,5935,17.5,32,2003,,0.515407573,
Wheat,Sylhet,947,801,1.75,32,2003,,0.514968851,
Wheat,Rangpur Region,176980,139060,13.75,31,2003,,0.514484708,
Wheat,Gazipur,2752,1944,12.23,31,2003,,0.514047411,
Wheat,Jessore Region,97900,88000,12.23,31,2003,,0.513986151,
Wheat,Chuadanga,25525,21716,12.23,31,2003,,0.513089726,
Wheat,Panchagar,58986,37853,12.23,32,2003,,0.512618484,
Wheat,Satkhira,4208,3839,6.25,32,2003,,0.512020131,
Wheat,Jamalpur Region,69090,57790,12.23,32,2003,,0.510856336,
Wheat,Mymenshing,0,0,9.25,32,2003,,0.510548129,
Wheat,Chandpur,22314,19327,9.75,32,2003,,0.51054049,
Wheat,Narsingdi,3939,3019,12.23,31,2003,,0.510196221,
Wheat,Dhaka Region,65700,47230,17.5,31,2003,,0.509442942,
Wheat,Feni,74,61,15.5,31,2003,,0.509352356,
Wheat,Joypurhat,19267,15866,12.23,31,2003,,0.509348732,
Wheat,Cox's Bazar,0,0,1.75,33,2003,,0.506922694,
Wheat,Narail,7783,7432,12.23,31,2003,,0.505629803,
Wheat,Khulna,398,349,5.5,32,2003,,0.505087205,
Wheat,Bhola,7984,5897,8.5,32,2003,,0.505024947,
Wheat,Barisal Region,10130,7490,8,32,2003,,0.504635311,
Wheat,Sylhet Region,6480,5350,1.75,32,2003,,0.503828048,
Wheat,Bogra,17413,14884,17.5,31,2003,,0.503519385,
Wheat,Barisal,2054,1522,8,31,2003,,0.502816297,
Wheat,Faridpur Region,93770,69480,34.75,32,2003,,0.502130264,
Wheat,Noakhali,55,38,15.5,32,2003,,0.501555322,
Wheat,Noakhali Region,480,350,15.5,32,2003,,0.501098068,
Wheat,Perojpur,51,40,12.23,31,2003,,0.500741597,
Wheat,Khulna Region,4810,4360,12.23,32,2003,,0.500724481,
Wheat,Khagrachari Region,0,0,12.23,31,2003,,0.499775759,
Wheat,Nilphamari,33517,22930,12.23,31,2003,,0.499722599,
Wheat,Rajshahi Region,198490,194490,6.75,31,2003,,0.49944486,
Wheat,Gopalgonj,7206,4714,12.23,31,2003,,0.499370558,
Wheat,Jalakati,41,31,12.23,32,2003,,0.498853729,
Wheat,Brahmanbaria,25395,16902,12.23,32,2003,,0.497163973,
Wheat,Kishoregonj Region,20380,15240,12.23,32,2003,,0.497098553,
Wheat,Rajshahi,66562,66353,6.75,32,2003,,0.496646199,
Wheat,Patuakhali,0,0,1.5,32,2003,,0.495450695,
Wheat,Kurigram,47071,34074,12.23,32,2003,,0.495305973,
Wheat,Comilla,40861,30951,26,32,2003,,0.494999962,
Wheat,Noagaon,49147,42124,12.23,32,2003,,0.494944727,
Wheat,Dinajpur,138007,99212,19,32,2003,,0.493903242,
Wheat,Sirajgonj,74211,55345,12.23,32,2003,,0.493147382,
Wheat,Lakshmipur,351,251,12.23,33,2003,,0.492587471,
Wheat,Rajbari,33080,18608,1.34,32,2004,,0.492395996,
Wheat,Natore,62604,61048,1.34,33,2004,,0.492137727,
Wheat,Dinajpur,99212,105598,2.5,32,2004,,0.492046922,
Wheat,Khulna Region,5128,3990,0,32,2004,,0.492006102,
Wheat,Dhaka Region,49204,32143,0,31,2004,,0.49167121,
Wheat,Jhenaidah,24811,14022,1.34,32,2004,,0.491521538,
Wheat,Kurigram,34074,37765,1.34,32,2004,,0.490993243,
Wheat,Rajshahi Region,194490,190223,2.5,32,2004,,0.490630838,
