Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Year
Wheat,62,0,0,7,2004
Wheat,63,6,4,1,2004
Wheat,64,10,8,1,2004
Wheat,65,3,3,1,2004
Wheat,66,63,61,1,2004
Wheat,67,23,23,1,2004
Wheat,68,4,3,1,2004
Wheat,69,23,24,1,2004
Wheat,70,42,51,1,2004
Wheat,13,0,0,0,2004
Wheat,71,1,0,0,2004
Wheat,14,117,128,1,2004
Wheat,135,172,196,1,2004
Wheat,72,38,49,1,2004
Wheat,15,0,0,0,2004
Wheat,137,0,0,0,2004
Wheat,73,0,0,1,2004
Wheat,74,33,19,1,2004
Wheat,16,66,55,3,2004
Wheat,138,194,190,3,2004
Wheat,235,0,0,0,2004
Wheat,17,48,44,3,2004
Wheat,139,139,144,3,2004
Wheat,75,5,4,0,2004
Wheat,76,16,13,1,2004
Wheat,77,21,16,1,2004
Wheat,78,55,69,1,2004
Wheat,79,3,2,1,2004
Wheat,18,1,0,7,2004
Wheat,146,6,5,7,2004
Wheat,150,37,20,3,2004
Wheat,80,79,122,1,2004
Wheat,25,0,0,9,2005
Wheat,26,0,0,9,2005
Wheat,27,0,0,9,2005
Wheat,20,1,1,4,2005
Wheat,28,7,4,4,2005
Wheat,29,6,3,4,2005
Wheat,1,7,5,4,2005
Wheat,30,16,11,4,2005
Wheat,31,28,14,9,2005
Wheat,32,14,7,2,2005
Wheat,2,0,0,9,2005
Wheat,33,0,0,9,2005
Wheat,34,17,13,9,2005
Wheat,4,29,15,2,2005
Wheat,35,72,35,2,2005
Wheat,36,0,0,14,2005
Wheat,5,3,2,2,2005
Wheat,37,36,21,2,2005
Wheat,6,87,54,6,2005
Wheat,38,251,148,6,2005
Wheat,7,41,23,4,2005
Wheat,39,108,63,4,2005
Wheat,40,0,0,8,2005
Wheat,41,14,6,9,2005
Wheat,42,2,1,9,2005
Wheat,43,8,5,9,2005
Wheat,44,1,1,9,2005
Wheat,45,0,0,9,2005
Wheat,21,17,9,9,2005
Wheat,230,31,18,9,2005
Wheat,8,18,15,13,2005
Wheat,46,72,51,13,2005
Wheat,47,24,16,9,2005
Wheat,48,9,6,9,2005
Wheat,49,0,0,9,2005
Wheat,9,0,0,4,2005
Wheat,50,4,3,4,2005
Wheat,10,11,5,9,2005
Wheat,51,15,7,9,2005
Wheat,52,40,20,9,2005
Wheat,11,40,24,9,2005
Wheat,53,84,60,9,2005
Wheat,54,0,0,9,2005
Wheat,55,12,6,9,2005
Wheat,56,9,5,92,2005
Wheat,57,25,17,9,2005
Wheat,58,19,10,9,2005
Wheat,59,0,0,9,2005
Wheat,60,26,24,9,2005
Wheat,61,2,1,9,2005
Wheat,62,0,0,8,2005
Wheat,63,5,3,9,2005
Wheat,64,8,4,9,2005
Wheat,65,3,2,9,2005
Wheat,66,57,36,9,2005
Wheat,67,17,14,9,2005
Wheat,68,4,2,9,2005
Wheat,69,28,14,9,2005
Wheat,70,43,29,9,2005
Wheat,13,0,0,9,2005
Wheat,71,0,0,9,2005
Wheat,14,114,86,9,2005
Wheat,135,129,96,9,2005
Wheat,72,45,26,9,2005
Wheat,15,0,0,7,2005
Wheat,137,0,0,7,2005
Wheat,73,0,0,9,2005
Wheat,74,36,20,9,2005
Wheat,16,67,49,4,2005
Wheat,138,184,128,4,2005
Wheat,235,0,0,16,2005
Wheat,17,30,18,5,2005
Wheat,139,124,65,5,2005
Wheat,75,4,3,4,2005
Wheat,76,15,10,9,2005
Wheat,77,13,9,9,2005
Wheat,78,15,10,9,2005
Wheat,79,2,1,9,2005
Wheat,18,0,0,12,2005
Wheat,146,4,2,12,2005
Wheat,150,32,16,4,2005
Wheat,80,119,68,9,2005
Wheat,25,0,0,3,2006
Wheat,26,0,0,3,2006
Wheat,27,0,0,3,2006
Wheat,20,1,1,1,2006
Wheat,28,9,6,1,2006
Wheat,29,8,5,0,2006
Wheat,1,3,2,0,2006
Wheat,30,9,7,0,2006
Wheat,31,19,10,3,2006
Wheat,32,12,8,0,2006
Wheat,2,0,0,3,2006
Wheat,33,0,0,3,2006
Wheat,34,16,13,3,2006
Wheat,4,17,11,0,2006
Wheat,35,48,29,0,2006
Wheat,36,0,0,3,2006
Wheat,5,2,1,1,2006
Wheat,37,24,15,1,2006
Wheat,6,56,38,8,2006
Wheat,38,192,161,8,2006
Wheat,7,44,30,0,2006
Wheat,39,108,70,0,2006
Wheat,40,0,0,0,2006
Wheat,41,12,7,3,2006
Wheat,42,1,1,3,2006
Wheat,43,7,5,3,2006
Wheat,44,1,1,3,2006
Wheat,45,0,0,3,2006
Wheat,21,13,8,3,2006
Wheat,230,21,13,3,2006
Wheat,8,15,14,3,2006
Wheat,46,65,51,3,2006
Wheat,47,23,18,3,2006
Wheat,48,6,4,3,2006
Wheat,49,0,0,3,2006
Wheat,9,0,0,0,2006
Wheat,50,4,3,0,2006
Wheat,10,8,4,3,2006
Wheat,51,11,7,3,2006
Wheat,52,33,24,3,2006
Wheat,11,35,25,3,2006
Wheat,53,72,56,3,2006
Wheat,54,0,0,3,2006
Wheat,55,5,4,3,2006
Wheat,56,9,5,0,2006
Wheat,57,21,16,3,2006
Wheat,58,10,6,3,2006
Wheat,59,0,0,3,2006
Wheat,60,21,18,3,2006
Wheat,61,2,1,3,2006
Wheat,62,0,0,0,2006
Wheat,63,5,4,3,2006
Wheat,64,7,5,3,2006
Wheat,65,3,2,3,2006
Wheat,66,57,48,3,2006
Wheat,67,17,15,3,2006
Wheat,68,3,2,3,2006
Wheat,69,24,17,3,2006
Wheat,70,40,27,3,2006
Wheat,13,0,0,0,2006
Wheat,71,1,0,0,2006
Wheat,14,105,80,3,2006
Wheat,135,116,87,3,2006
Wheat,72,27,20,3,2006
Wheat,15,0,0,1,2006
Wheat,137,0,0,1,2006
Wheat,73,0,0,3,2006
Wheat,74,36,21,3,2006
Wheat,16,63,48,3,2006
Wheat,138,177,139,3,2006
Wheat,235,0,0,5,2006
Wheat,17,24,17,9,2006
Wheat,139,98,69,9,2006
Wheat,75,4,3,0,2006
Wheat,76,11,9,3,2006
Wheat,77,8,6,3,2006
Wheat,78,10,7,3,2006
Wheat,79,0,0,3,2006
Wheat,18,0,0,19,2006
Wheat,146,2,1,19,2006
Wheat,150,22,16,0,2006
Wheat,80,109,103,3,2006
Wheat,25,0,0,34,2007
Wheat,26,0,0,34,2007
Wheat,27,0,0,34,2007
Wheat,20,2,1,42,2007
Wheat,28,9,7,42,2007
Wheat,29,7,6,45,2007
Wheat,1,3,2,8,2007
Wheat,30,8,6,8,2007
Wheat,31,22,12,34,2007
Wheat,32,10,7,42,2007
Wheat,2,0,0,34,2007
Wheat,33,0,0,34,2007
Wheat,34,13,12,34,2007
Wheat,4,11,7,26,2007
Wheat,35,43,27,26,2007
Wheat,36,0,0,48,2007
Wheat,5,2,1,35,2007
Wheat,37,21,16,35,2007
Wheat,6,50,43,8,2007
Wheat,38,208,204,8,2007
Wheat,7,57,48,38,2007
Wheat,39,132,103,38,2007
Wheat,40,0,0,37,2007
Wheat,41,8,6,34,2007
Wheat,42,1,0,34,2007
Wheat,43,9,8,34,2007
Wheat,44,1,1,34,2007
Wheat,45,0,0,34,2007
Wheat,21,14,10,34,2007
Wheat,230,21,16,34,2007
Wheat,8,14,13,45,2007
Wheat,46,61,52,45,2007
Wheat,47,20,15,34,2007
Wheat,48,5,4,34,2007
Wheat,49,0,0,34,2007
Wheat,9,0,0,42,2007
Wheat,50,5,4,42,2007
Wheat,10,11,7,34,2007
Wheat,51,15,10,34,2007
Wheat,52,30,26,34,2007
Wheat,11,33,32,34,2007
Wheat,53,65,65,34,2007
Wheat,54,0,0,34,2007
Wheat,55,6,5,34,2007
Wheat,56,10,8,46,2007
Wheat,57,22,18,34,2007
Wheat,58,9,7,34,2007
Wheat,59,0,0,34,2007
Wheat,60,19,21,34,2007
Wheat,61,1,1,34,2007
Wheat,62,0,0,31,2007
Wheat,63,6,5,34,2007
Wheat,64,5,5,34,2007
Wheat,65,3,2,34,2007
Wheat,66,45,49,34,2007
Wheat,67,35,37,34,2007
Wheat,68,3,3,34,2007
Wheat,69,22,19,34,2007
Wheat,70,28,25,34,2007
Wheat,13,0,0,34,2007
Wheat,71,1,0,34,2007
Wheat,14,75,66,34,2007
Wheat,135,84,74,34,2007
Wheat,72,35,29,34,2007
Wheat,15,0,0,71,2007
Wheat,137,0,0,71,2007
Wheat,73,0,0,34,2007
Wheat,74,43,30,34,2007
Wheat,16,66,59,7,2007
Wheat,138,173,170,7,2007
Wheat,235,0,0,35,2007
Wheat,17,11,9,15,2007
Wheat,139,76,65,15,2007
Wheat,75,4,3,54,2007
Wheat,76,12,10,34,2007
Wheat,77,7,7,34,2007
Wheat,78,9,8,34,2007
Wheat,79,0,0,34,2007
Wheat,18,1,0,45,2007
Wheat,146,2,2,45,2007
Wheat,150,24,17,34,2007
Wheat,80,123,132,34,2007
Wheat,25,0,0,15,2008
Wheat,26,0,0,15,2008
Wheat,27,0,0,15,2008
Wheat,20,2,1,16,2008
Wheat,28,9,8,16,2008
Wheat,29,7,6,10,2008
Wheat,1,4,3,7,2008
Wheat,30,9,8,7,2008
Wheat,31,15,8,15,2008
Wheat,32,8,5,15,2008
Wheat,2,0,0,26,2008
Wheat,33,0,0,26,2008
Wheat,34,27,23,15,2008
Wheat,4,12,8,10,2008
Wheat,35,35,21,10,2008
Wheat,36,0,0,17,2008
Wheat,5,3,2,20,2008
Wheat,37,20,16,20,2008
Wheat,6,67,54,9,2008
Wheat,38,214,179,9,2008
Wheat,7,64,49,22,2008
Wheat,39,149,130,22,2008
Wheat,40,0,0,11,2008
Wheat,41,3,2,15,2008
Wheat,42,1,0,15,2008
Wheat,43,13,12,15,2008
Wheat,44,2,1,15,2008
Wheat,45,0,0,15,2008
Wheat,21,13,9,15,2008
Wheat,230,16,12,15,2008
Wheat,8,14,15,26,2008
Wheat,46,61,57,15,2008
Wheat,47,17,14,15,2008
Wheat,48,5,5,15,2008
Wheat,49,0,0,15,2008
Wheat,9,0,0,26,2008
Wheat,50,5,4,26,2008
Wheat,10,9,7,15,2008
Wheat,51,12,9,15,2008
Wheat,52,21,14,15,2008
Wheat,11,32,27,15,2008
Wheat,53,90,83,15,2008
Wheat,54,0,0,15,2008
Wheat,55,3,2,15,2008
Wheat,56,11,9,14,2008
Wheat,57,22,20,15,2008
Wheat,58,6,5,15,2008
Wheat,59,0,0,15,2008
Wheat,60,31,34,15,2008
Wheat,61,2,1,15,2008
Wheat,81,6,4,9,2008
Wheat,63,8,7,15,2008
Wheat,64,5,5,15,2008
Wheat,65,4,3,15,2008
Wheat,66,75,80,15,2008
Wheat,67,22,24,15,2008
Wheat,68,3,2,15,2008
Wheat,69,4,3,15,2008
Wheat,70,30,26,15,2008
Wheat,13,0,0,11,2008
Wheat,71,0,0,11,2008
Wheat,14,80,73,15,2008
Wheat,135,90,80,15,2008
Wheat,72,39,30,15,2008
Wheat,15,0,0,14,2008
Wheat,137,0,0,14,2008
Wheat,73,0,0,15,2008
Wheat,74,48,50,15,2008
Wheat,16,69,63,7,2008
Wheat,138,196,193,7,2008
Wheat,235,0,0,20,2008
Wheat,17,10,9,9,2008
Wheat,139,40,29,9,2008
Wheat,75,4,4,33,2008
Wheat,76,12,9,15,2008
Wheat,77,3,3,15,2008
Wheat,78,9,7,15,2008
Wheat,79,0,0,15,2008
Wheat,18,0,0,14,2008
Wheat,146,3,2,14,2008
Wheat,150,21,13,19,2008
Wheat,80,108,96,15,2008
Wheat,25,1,0,4,2009
Wheat,26,0,0,4,2009
Wheat,27,0,0,4,2009
Wheat,20,2,1,8,2009
Wheat,28,6,8,8,2009
Wheat,29,4,6,5,2009
Wheat,1,3,3,1,2009
Wheat,30,7,6,1,2009
Wheat,31,19,11,4,2009
Wheat,32,5,3,1,2009
Wheat,2,0,0,5,2009
Wheat,33,0,0,5,2009
Wheat,34,30,13,4,2009
Wheat,4,8,5,0,2009
Wheat,35,31,19,0,2009
Wheat,36,0,0,15,2009
Wheat,5,2,1,2,2009
Wheat,37,15,8,2,2009
Wheat,6,55,53,0,2009
Wheat,38,210,241,0,2009
Wheat,7,60,71,1,2009
Wheat,39,138,144,1,2009
Wheat,40,0,0,14,2009
Wheat,41,6,5,4,2009
Wheat,42,0,0,4,2009
Wheat,43,12,11,4,2009
Wheat,44,2,1,4,2009
Wheat,45,0,0,4,2009
Wheat,21,11,9,4,2009
Wheat,230,13,11,4,2009
Wheat,8,11,9,2,2009
Wheat,46,52,54,2,2009
Wheat,47,16,18,4,2009
Wheat,48,4,4,4,2009
Wheat,49,0,0,4,2009
Wheat,9,0,0,7,2009
Wheat,50,4,3,7,2009
Wheat,10,6,5,4,2009
Wheat,51,8,10,4,2009
Wheat,52,24,20,4,2009
Wheat,11,27,36,4,2009
Wheat,53,87,91,4,2009
Wheat,54,0,0,4,2009
Wheat,55,3,3,4,2009
Wheat,56,11,10,3,2009
Wheat,57,19,20,4,2009
Wheat,58,5,2,4,2009
Wheat,59,0,0,4,2009
Wheat,60,30,42,4,2009
Wheat,61,1,0,4,2009
Wheat,81,5,2,0,2009
Wheat,63,6,6,4,2009
Wheat,64,4,2,4,2009
Wheat,65,3,2,4,2009
Wheat,66,69,77,4,2009
Wheat,67,30,45,4,2009
Wheat,68,2,5,4,2009
Wheat,69,12,10,4,2009
Wheat,70,30,28,4,2009
Wheat,13,0,0,4,2009
Wheat,71,0,0,4,2009
Wheat,14,77,86,4,2009
Wheat,135,84,92,4,2009
Wheat,72,37,45,4,2009
Wheat,15,0,0,3,2009
Wheat,137,0,0,3,2009
Wheat,73,0,0,4,2009
Wheat,74,42,41,4,2009
Wheat,16,67,72,2,2009
Wheat,138,196,222,2,2009
Wheat,235,0,0,12,2009
Wheat,17,9,8,0,2009
Wheat,139,54,46,0,2009
Wheat,75,3,2,5,2009
Wheat,76,13,11,4,2009
Wheat,77,3,2,4,2009
Wheat,78,7,5,4,2009
Wheat,79,0,0,4,2009
Wheat,18,0,0,5,2009
Wheat,146,3,2,5,2009
Wheat,150,17,13,0,2009
Wheat,80,117,142,4,2009
Wheat,25,1,0,12,2010
Wheat,26,0,0,12,2010
Wheat,27,0,0,12,2010
Wheat,20,2,1,23,2010
Wheat,28,9,5,23,2010
Wheat,29,7,4,12,2010
Wheat,1,3,3,6,2010
Wheat,30,7,6,6,2010
Wheat,31,16,11,12,2010
Wheat,32,4,3,11,2010
Wheat,2,0,0,16,2010
Wheat,33,0,0,16,2010
Wheat,34,11,36,12,2010
Wheat,4,6,6,7,2010
Wheat,35,26,20,7,2010
Wheat,36,0,0,21,2010
Wheat,5,1,1,32,2010
Wheat,37,11,10,32,2010
Wheat,6,52,55,0,2010
Wheat,38,220,218,0,2010
Wheat,7,63,59,20,2010
Wheat,39,132,132,20,2010
Wheat,40,0,0,20,2010
Wheat,41,6,5,12,2010
Wheat,42,0,0,12,2010
Wheat,43,11,12,12,2010
Wheat,44,1,1,12,2010
Wheat,45,0,0,12,2010
Wheat,21,11,9,12,2010
Wheat,230,13,11,12,2010
Wheat,8,9,11,11,2010
Wheat,46,53,51,12,2010
Wheat,47,16,16,12,2010
Wheat,48,4,4,12,2010
Wheat,49,0,0,12,2010
Wheat,9,0,0,4,2010
Wheat,50,3,4,4,2010
Wheat,10,8,4,12,2010
Wheat,51,15,5,12,2010
Wheat,52,23,18,12,2010
Wheat,11,31,28,12,2010
Wheat,53,76,100,12,2010
Wheat,54,0,0,12,2010
Wheat,55,3,3,12,2010
Wheat,56,9,11,3,2010
Wheat,57,21,19,12,2010
Wheat,58,4,3,12,2010
Wheat,59,0,0,12,2010
Wheat,60,34,37,12,2010
Wheat,61,1,1,12,2010
Wheat,81,4,4,13,2010
Wheat,63,6,6,12,2010
Wheat,64,3,3,12,2010
Wheat,65,2,2,12,2010
Wheat,66,66,74,12,2010
Wheat,67,37,35,12,2010
Wheat,68,8,1,12,2010
Wheat,69,11,10,12,2010
Wheat,70,28,26,12,2010
Wheat,13,0,0,12,2010
Wheat,71,0,0,12,2010
Wheat,14,79,67,12,2010
Wheat,135,86,72,12,2010
Wheat,72,43,35,12,2010
Wheat,15,0,0,10,2010
Wheat,137,0,0,10,2010
Wheat,73,0,0,12,2010
Wheat,74,39,39,12,2010
Wheat,16,68,68,11,2010
Wheat,138,198,203,11,2010
Wheat,235,0,0,18,2010
Wheat,17,9,8,2,2010
Wheat,139,52,44,2,2010
Wheat,75,3,3,5,2010
Wheat,76,11,11,12,2010
Wheat,77,2,2,12,2010
Wheat,78,7,5,12,2010
Wheat,79,0,0,12,2010
Wheat,18,1,0,14,2010
Wheat,146,3,2,14,2010
Wheat,150,16,13,17,2010
Wheat,80,125,128,12,2010
Wheat,25,1,1,2,2011
Wheat,26,0,0,2,2011
Wheat,27,0,0,2,2011
Wheat,20,2,1,0,2011
Wheat,28,8,8,0,2011
Wheat,29,6,6,0,2011
Wheat,1,3,3,3,2011
Wheat,30,7,6,3,2011
Wheat,31,14,9,2,2011
Wheat,32,5,4,0,2011
Wheat,2,0,0,0,2011
Wheat,33,0,0,0,2011
Wheat,34,13,17,2,2011
Wheat,4,6,5,0,2011
Wheat,35,25,19,0,2011
Wheat,36,0,0,4,2011
Wheat,5,1,1,0,2011
Wheat,37,7,5,0,2011
Wheat,6,42,47,8,2011
Wheat,38,197,235,8,2011
Wheat,7,64,72,0,2011
Wheat,39,129,143,0,2011
Wheat,40,0,0,3,2011
Wheat,41,4,4,2,2011
Wheat,42,0,0,2,2011
Wheat,43,10,12,2,2011
Wheat,44,1,1,2,2011
Wheat,45,0,0,2,2011
Wheat,21,10,9,2,2011
Wheat,230,12,11,2,2011
Wheat,8,8,8,0,2011
Wheat,46,51,53,0,2011
Wheat,47,17,19,2,2011
Wheat,48,4,4,2,2011
Wheat,49,0,0,2,2011
Wheat,9,0,0,2,2011
Wheat,50,4,4,2,2011
Wheat,10,5,3,2,2011
Wheat,51,9,6,2,2011
Wheat,52,22,22,2,2011
Wheat,11,34,46,2,2011
Wheat,53,83,113,2,2011
Wheat,54,0,0,2,2011
Wheat,55,4,3,2,2011
Wheat,56,9,10,0,2011
Wheat,57,20,21,2,2011
Wheat,58,3,2,2,2011
Wheat,59,0,0,2,2011
Wheat,60,37,50,2,2011
Wheat,61,0,0,2,2011
Wheat,81,3,2,3,2011
Wheat,63,6,6,2,2011
Wheat,64,1,0,2,2011
Wheat,65,2,2,2,2011
Wheat,66,61,75,2,2011
Wheat,67,38,37,2,2011
Wheat,68,4,3,2,2011
Wheat,69,10,9,2,2011
Wheat,70,36,42,2,2011
Wheat,13,0,0,2,2011
Wheat,71,0,0,2,2011
Wheat,14,76,83,2,2011
Wheat,135,82,88,2,2011
Wheat,72,40,44,2,2011
Wheat,15,0,0,2,2011
Wheat,137,0,0,2,2011
Wheat,73,0,0,2,2011
Wheat,74,38,41,2,2011
Wheat,16,68,87,2,2011
Wheat,138,203,240,2,2011
Wheat,235,0,0,1,2011
Wheat,17,8,8,5,2011
Wheat,139,47,46,5,2011
Wheat,75,3,3,0,2011
Wheat,76,8,8,2,2011
Wheat,77,2,2,2,2011
Wheat,78,6,5,2,2011
Wheat,79,0,0,2,2011
Wheat,18,0,0,1,2011
Wheat,146,1,1,1,2011
Wheat,150,15,15,1,2011
Wheat,80,114,144,2,2011
Wheat,25,1,0,15,2012
Wheat,22,0,0,15,2012
Wheat,27,0,0,15,2012
Wheat,20,2,2,19,2012
Wheat,28,8,9,19,2012
Wheat,29,6,7,11,2012
Wheat,1,4,4,14,2012
Wheat,31,13,13,15,2012
Wheat,32,7,7,15,2012
Wheat,2,0,0,1,2012
Wheat,82,25,24,1,2012
Wheat,34,15,19,15,2012
Wheat,4,4,4,31,2012
Wheat,36,0,0,4,2012
Wheat,5,1,1,21,2012
Wheat,83,217,246,21,2012
Wheat,6,47,59,3,2012
Wheat,7,75,91,37,2012
Wheat,40,0,0,5,2012
Wheat,41,5,5,15,2012
Wheat,42,0,0,15,2012
Wheat,43,14,18,15,2012
Wheat,44,1,0,15,2012
Wheat,45,0,0,15,2012
Wheat,21,15,15,15,2012
Wheat,8,12,13,25,2012
Wheat,47,19,21,15,2012
Wheat,48,4,4,15,2012
Wheat,23,0,0,15,2012
Wheat,9,1,1,42,2012
Wheat,84,170,207,42,2012
Wheat,10,5,4,15,2012
Wheat,52,26,28,15,2012
Wheat,11,40,52,15,2012
Wheat,54,0,0,15,2012
Wheat,55,4,4,15,2012
Wheat,56,14,17,32,2012
Wheat,57,27,33,15,2012
Wheat,58,3,2,15,2012
Wheat,59,0,0,15,2012
Wheat,60,43,55,15,2012
Wheat,61,0,0,15,2012
Wheat,62,3,3,9,2012
Wheat,63,10,10,15,2012
Wheat,64,1,0,15,2012
Wheat,65,3,2,15,2012
Wheat,66,65,84,15,2012
Wheat,67,54,69,15,2012
Wheat,68,5,4,15,2012
Wheat,69,9,9,15,2012
Wheat,70,46,59,15,2012
Wheat,13,0,0,5,2012
Wheat,14,82,108,15,2012
Wheat,72,42,53,15,2012
Wheat,15,0,0,20,2012
Wheat,73,0,0,15,2012
Wheat,74,43,51,15,2012
Wheat,16,74,97,27,2012
Wheat,85,336,431,27,2012
Wheat,24,0,0,6,2012
Wheat,17,7,7,15,2012
Wheat,139,272,337,15,2012
Wheat,75,3,2,41,2012
Wheat,76,14,18,15,2012
Wheat,77,4,5,15,2012
Wheat,78,7,7,15,2012
Wheat,79,0,0,15,2012
Wheat,18,0,0,15,2012
Wheat,86,1,1,15,2012
Wheat,150,16,16,26,2012
Wheat,80,132,172,15,2012
Wheat,25,0,0,3,2013
Wheat,22,0,0,3,2013
Wheat,27,0,0,3,2013
Wheat,20,3,2,2,2013
Wheat,28,10,10,2,2013
Wheat,29,7,8,2,2013
Wheat,1,4,4,6,2013
Wheat,31,5,4,3,2013
Wheat,32,3,3,1,2013
Wheat,2,0,0,0,2013
Wheat,82,11,11,0,2013
Wheat,34,14,18,3,2013
Wheat,4,3,3,2,2013
Wheat,36,0,0,0,2013
Wheat,5,1,1,3,2013
Wheat,83,218,257,3,2013
Wheat,6,47,60,3,2013
Wheat,7,80,103,3,2013
Wheat,40,0,0,1,2013
Wheat,41,9,8,3,2013
Wheat,42,0,0,3,2013
Wheat,43,14,18,3,2013
Wheat,44,1,1,3,2013
Wheat,45,0,0,3,2013
Wheat,21,20,20,3,2013
Wheat,8,10,12,5,2013
Wheat,47,18,21,3,2013
Wheat,48,4,4,3,2013
Wheat,23,0,0,3,2013
Wheat,9,1,1,2,2013
Wheat,84,165,199,3,2013
Wheat,10,4,3,3,2013
Wheat,52,28,31,3,2013
Wheat,11,41,50,3,2013
Wheat,54,0,0,3,2013
Wheat,55,4,4,3,2013
Wheat,56,13,17,3,2013
Wheat,57,26,29,3,2013
Wheat,58,2,2,3,2013
Wheat,59,0,0,3,2013
Wheat,60,43,55,3,2013
Wheat,61,0,0,3,2013
Wheat,62,5,5,5,2013
Wheat,63,9,11,3,2013
Wheat,64,1,0,3,2013
Wheat,65,1,1,3,2013
Wheat,66,64,82,3,2013
Wheat,67,73,93,3,2013
Wheat,68,5,3,3,2013
Wheat,69,10,11,3,2013
Wheat,70,47,61,3,2013
Wheat,13,0,0,3,2013
Wheat,14,96,122,3,2013
Wheat,72,42,54,3,2013
Wheat,15,0,0,1,2013
Wheat,73,0,0,3,2013
Wheat,74,42,49,3,2013
Wheat,16,73,92,6,2013
Wheat,85,375,474,6,2013
Wheat,24,0,0,1,2013
Wheat,17,8,9,4,2013
Wheat,139,280,351,4,2013
Wheat,75,3,3,4,2013
Wheat,76,12,14,3,2013
Wheat,77,3,3,3,2013
Wheat,78,15,15,3,2013
Wheat,79,0,0,3,2013
Wheat,18,0,0,2,2013
Wheat,86,2,1,2,2013
Wheat,150,17,17,4,2013
Wheat,80,133,173,3,2013
Wheat,25,1,1,6,2014
Wheat,22,0,0,6,2014
Wheat,27,0,0,6,2014
Wheat,20,3,3,4,2014
Wheat,87,13,14,4,2014
Wheat,29,8,10,4,2014
Wheat,1,5,5,12,2014
Wheat,31,4,4,6,2014
Wheat,32,3,3,5,2014
Wheat,2,0,0,9,2014
Wheat,82,11,10,9,2014
Wheat,34,17,22,6,2014
Wheat,4,3,3,2,2014
Wheat,36,0,0,7,2014
Wheat,5,1,1,3,2014
Wheat,83,188,228,3,2014
Wheat,6,52,66,8,2014
Wheat,7,82,104,3,2014
Wheat,40,0,0,4,2014
Wheat,88,6,6,6,2014
Wheat,42,0,0,6,2014
Wheat,43,18,24,6,2014
Wheat,44,1,1,6,2014
Wheat,21,21,23,6,2014
Wheat,8,8,9,5,2014
Wheat,89,0,0,6,2014
Wheat,47,17,23,6,2014
Wheat,48,3,3,6,2014
Wheat,23,0,0,6,2014
Wheat,9,1,1,6,2014
Wheat,84,163,207,6,2014
Wheat,10,4,3,6,2014
Wheat,52,29,36,6,2014
Wheat,90,40,52,6,2014
Wheat,54,0,0,6,2014
Wheat,55,3,4,6,2014
Wheat,56,12,15,3,2014
Wheat,57,24,28,6,2014
Wheat,58,3,3,6,2014
Wheat,59,0,0,6,2014
Wheat,60,43,57,6,2014
Wheat,61,0,0,6,2014
Wheat,12,4,3,11,2014
Wheat,182,31,31,11,2014
Wheat,63,9,10,6,2014
Wheat,64,1,0,6,2014
Wheat,65,1,1,6,2014
Wheat,66,62,81,6,2014
Wheat,67,69,90,6,2014
Wheat,68,3,2,6,2014
Wheat,69,12,14,6,2014
Wheat,70,50,63,6,2014
Wheat,13,0,0,6,2014
Wheat,14,102,126,6,2014
Wheat,72,41,53,6,2014
Wheat,15,0,0,1,2014
Wheat,73,0,0,6,2014
Wheat,74,41,48,6,2014
Wheat,16,71,94,7,2014
Wheat,85,377,478,7,2014
Wheat,24,0,0,8,2014
Wheat,17,8,10,7,2014
Wheat,91,295,378,7,2014
Wheat,75,4,4,8,2014
Wheat,76,11,14,6,2014
Wheat,77,3,3,6,2014
Wheat,78,16,16,6,2014
Wheat,79,1,0,6,2014
Wheat,18,0,0,9,2014
Wheat,86,2,2,9,2014
Wheat,19,15,16,6,2014
Wheat,80,143,187,6,2014
