Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Temparature Data,Year
Wheat,11,1.985686146,122480,0.436781609,,1994
Wheat,12,0.720814183,42620,0.563218391,,1994
Wheat,13,0.001838477,70,0.201149425,,1994
Wheat,14,2.905975049,158840,0.25862069,,1994
Wheat,15,1.451083388,103900,0.126436782,,1994
Wheat,16,0.432173342,23320,0.262298851,,1994
Wheat,24,1.541825345,104130,0.262298851,,1994
Wheat,17,0.062376888,2790,0.063218391,,1994
Wheat,18,6.57E-05,3,0.149425287,,1994
Wheat,19,1.056204859,59920,0.465517241,,1994
Wheat,22,0.803676953,46720,0.925287356,0.967709384,1995
Wheat,20,0.017334209,700,1.632183908,0.981500168,1995
Wheat,1,1.108601445,69240,0.873563218,1,1995
Wheat,2,0.639527249,46860,0.603448276,0.949545913,1995
Wheat,4,1.638476691,107540,1.048965517,0.983854692,1995
Wheat,5,6.57E-05,3,1.816091954,0.94752775,1995
Wheat,6,0.00026264,20,1.310344828,0.968718466,1995
Wheat,7,3.123571898,162300,1.048965517,0.984863774,1995
Wheat,21,0,0,1.048965517,0.963000336,1995
Wheat,8,0.903611293,52450,1.048965517,0.981500168,1995
Wheat,23,3.028890348,168750,0.540229885,0.914900774,1995
Wheat,9,0.18883782,10150,1.24137931,0.95930037,1995
Wheat,10,1.517925148,104110,1.011494253,0.952909519,1995
Wheat,11,0.129612607,7040,0.810344828,0.913218971,1995
Wheat,12,0.003414314,130,1.925287356,0.951227716,1995
Wheat,13,0,0,1.048965517,0.972754793,1995
Wheat,14,2.125279054,141540,0.908045977,0.933400605,1995
Wheat,15,2.371109652,145920,0.67816092,1.002354524,1995
Wheat,16,2.371503611,154100,0.534482759,0.950891356,1995
Wheat,24,1.637426133,89640,0.655172414,0.963000336,1995
Wheat,17,0.469336835,24490,0.747126437,0.995627312,1995
Wheat,18,0.468811556,26460,1.048965517,0.955264043,1995
Wheat,19,0.163624425,10970,1.620689655,0.94752775,1995
Wheat,22,0.204464872,11290,0.137931034,0.962663976,1996
Wheat,20,0.099671701,6770,0.149425287,0.967709384,1996
Wheat,1,0.470650033,27960,0.243448276,0.95930037,1996
Wheat,2,0.363624425,17990,0.08045977,0.963673058,1996
Wheat,4,2.343401182,152540,0.120689655,0.942818702,1996
Wheat,5,3.25567958,197850,0.114942529,0.933400605,1996
Wheat,6,0,0,0.243448276,0.94786411,1996
Wheat,7,1.177150361,71440,0.120689655,0.919946182,1996
Wheat,21,1.571503611,105780,0.143678161,1.001345442,1996
Wheat,8,1.944057781,134780,0.367816092,0.945173226,1996
Wheat,23,0.004267892,160,0.632183908,0.950891356,1996
Wheat,9,0.930925804,55670,0.243448276,0.894046418,1996
Wheat,10,0.057780696,2820,0.448275862,0.972082072,1996
Wheat,11,0,0,0.243448276,0.984527413,1996
Wheat,12,1.671043992,117700,0.243448276,0.948536831,1996
Wheat,13,2.396060407,157800,0.074712644,0.917255298,1996
Wheat,14,1.742087984,101610,0.097701149,0.905819038,1996
Wheat,15,0.693762311,50920,0.17816092,0.905819038,1996
Wheat,16,3.206959947,192250,0.243448276,0.991254625,1996
Wheat,24,0,0,0.459770115,0.934073327,1996
Wheat,17,0.00019698,10,0.591954023,0.985536495,1996
Wheat,18,0.081680893,47910,0.316091954,0.94180962,1996
Wheat,19,0.018516087,850,0.103448276,0.940800538,1996
Wheat,22,0.439264609,25100,0.25862069,0.945173226,1997
Wheat,20,0.06657912,3620,0.396551724,0.932391524,1997
Wheat,1,3.32790545,227880,0.365057471,0.909182644,1997
Wheat,2,1.284438608,84850,0.183908046,0.939455096,1997
Wheat,4,4.078266579,293870,0.390804598,0.950218634,1997
Wheat,5,0.004596192,220,0.488505747,0.967709384,1997
Wheat,6,0.745502298,55120,0.287356322,0.98284561,1997
Wheat,7,0.000157584,5,0.365057471,0.966363942,1997
Wheat,21,0.000210112,10,0.281609195,0.88967373,1997
Wheat,8,0.933946159,56920,0.385057471,0.914900774,1997
Wheat,23,0.528824688,33130,0.365057471,0.926673394,1997
Wheat,9,1.878135259,134260,0.365057471,0.898755466,1997
Wheat,10,0,0,0.365057471,0.950891356,1997
Wheat,11,1.852133946,118820,0.620689655,0.967036663,1997
Wheat,12,0.023768877,1240,0.247126437,0.990581904,1997
Wheat,13,2.174655286,155150,0.471264368,0.927682476,1997
Wheat,14,0.220485883,12200,0.310344828,0.979482005,1997
Wheat,15,1.060013132,74060,0.365057471,0.997981837,1997
Wheat,16,1.747734734,119970,0.287356322,0.990581904,1997
Wheat,24,2.998555483,215210,0.356321839,0.944164144,1997
Wheat,17,0.109783322,7540,0.304597701,0.981500168,1997
Wheat,18,2.636900854,183640,0.626436782,0.915573495,1997
Wheat,19,2.63E-05,1,0.310344828,0.934073327,1997
Wheat,22,0.004858831,230,1.33908046,0.904809956,1998
Wheat,20,2.154432042,152240,1.08045977,0.913891692,1998
Wheat,1,0.00026264,20,0.683908046,0.945845947,1998
Wheat,2,0.611556139,37320,0.865287356,0.914900774,1998
Wheat,4,0.754038083,54030,0.189655172,0.910864447,1998
Wheat,5,1.952987525,140500,0.865287356,0.941136899,1998
Wheat,6,0.360078792,17750,2.712643678,0.900773629,1998
Wheat,7,0.123309258,8410,1.620689655,0.912209889,1998
Wheat,21,1.387130663,88080,0.781609195,0.879582913,1998
Wheat,8,1.229546947,80170,0.865287356,0.888664649,1998
Wheat,23,0.000787919,40,1.166666667,0.913891692,1998
Wheat,9,0.00013132,5,0.865287356,0.909855365,1998
Wheat,10,0,0,0.865287356,0.913218971,1998
Wheat,11,0.467892318,26270,0.293103448,0.912209889,1998
Wheat,12,3.588443861,249900,0.068965517,0.875546586,1998
Wheat,13,0.073539068,4030,0.367816092,0.915909855,1998
Wheat,14,2.012606697,123860,0.954022989,0.923309788,1998
Wheat,15,0.040709127,2140,1.431034483,0.931718803,1998
Wheat,16,2.857649376,187070,0.310344828,0.919946182,1998
Wheat,24,3.425082075,230150,0.865287356,0.890682812,1998
Wheat,17,4.532764281,316180,0.109195402,0.917591658,1998
Wheat,18,1.960472751,126000,1.143678161,0.934409687,1998
Wheat,19,1.084701248,64040,0.459770115,0.92431887,1998
Wheat,22,0.00026264,10,0.074712644,0.939118735,1999
Wheat,20,1.988575181,118930,0.022988506,0.867810293,1999
Wheat,1,1.348653972,82530,0.074712644,0.892364615,1999
Wheat,2,3.155088641,219350,0.174712644,0.872855701,1999
Wheat,4,1.601707157,99860,0.247126437,0.878910192,1999
Wheat,5,0.052527905,1820,0.511494253,0.927346115,1999
Wheat,6,3.163099146,229260,0.045977011,0.90716448,1999
Wheat,7,0.54471438,32030,0.174712644,0.894046418,1999
Wheat,21,0.000393959,10,0.174712644,0.906491759,1999
Wheat,8,0.365594222,19220,0.017241379,0.86041036,1999
Wheat,23,4.782140512,351820,0.028735632,0.863773966,1999
Wheat,9,0.408273145,22610,0.005747126,0.915909855,1999
Wheat,10,0.00013132,10,0.67816092,0.87184662,1999
Wheat,11,0.074720946,5360,0.08045977,0.916582577,1999
Wheat,12,3.168220617,227570,0.005747126,0.915573495,1999
Wheat,13,1.950361129,136810,0.174712644,0.899764548,1999
Wheat,14,0,0,0.174712644,0.892364615,1999
Wheat,15,1.029415627,56790,0.201149425,0.90716448,1999
Wheat,16,1.456204859,108810,0.174712644,0.912209889,1999
Wheat,24,0.058699934,3640,0,0.899764548,1999
Wheat,17,1.10531845,66960,0.174712644,0.889001009,1999
Wheat,18,0.002626395,90,0.626436782,0.934073327,1999
Wheat,19,0.755088641,56490,0.174712644,0.893037336,1999
Wheat,22,0.36651346,20720,0.25862069,0.926000673,2000
Wheat,20,0.000393959,10,0.325517241,0.91254625,2000
Wheat,1,0.925147735,48650,0.310344828,0.95930037,2000
Wheat,2,1.218122127,72300,0.327586207,0.908846283,2000
Wheat,4,0.068548917,4460,0.114942529,0.892364615,2000
Wheat,5,1.643992121,120000,0.325517241,0.881264716,2000
Wheat,6,1.748785292,121840,0.114942529,0.924991591,2000
Wheat,7,0.366382141,18830,0.218390805,0.944164144,2000
Wheat,21,0.00013132,10,0.5,0.8839556,2000
Wheat,8,2.973342088,217970,0.091954023,0.931718803,2000
Wheat,23,4.529612607,324590,0.172413793,0.918264379,2000
Wheat,9,0.570978332,39000,0.316091954,0.932391524,2000
Wheat,10,0,0,0.74137931,0.860073999,2000
Wheat,11,2.839527249,191530,0.325517241,0.897410024,2000
Wheat,12,0.06657912,4000,0.293103448,0.967709384,2000
Wheat,13,0.436769534,23860,0.325517241,0.862764884,2000
Wheat,14,0.001969796,60,0.183908046,0.938446014,2000
Wheat,15,0,0,0.325517241,0.88967373,2000
Wheat,16,1.526723572,88750,0.574712644,0.912209889,2000
Wheat,24,0.030072226,970,0.597701149,0.864446687,2000
Wheat,17,0.994747209,66450,0.325517241,0.876219307,2000
Wheat,18,2.974655286,211810,0.293103448,0.865119408,2000
Wheat,19,1.789757058,97470,0.425287356,0.948536831,2000
Wheat,22,1.476296783,104400,0.354252874,0.969391187,2001
Wheat,20,4.642941563,337190,0.304597701,0.984863774,2001
Wheat,1,0.256861458,14240,0.126436782,0.990581904,2001
Wheat,2,0.663033487,45760,0.045977011,0.951227716,2001
Wheat,4,1.718450427,93300,0.264367816,0.915909855,2001
Wheat,5,1.05003283,63190,0.354252874,0.971409351,2001
Wheat,6,0,0,0.354252874,0.943491423,2001
Wheat,7,0,0,0.626436782,0.920955264,2001
Wheat,21,0.071700591,4760,0.545977011,0.982172889,2001
Wheat,8,0.028102429,960,0.344827586,0.942818702,2001
Wheat,23,1.446093237,78880,0.488505747,0.942482341,2001
Wheat,9,2.763755745,201500,0.045977011,0.973763875,2001
Wheat,10,0.00026264,10,0.354252874,0.954254961,2001
Wheat,11,0.814051215,43450,0.275862069,0.967709384,2001
Wheat,12,2.734602758,187330,0.354252874,0.956945846,2001
Wheat,13,0.117399869,7620,1.137931034,0.986545577,2001
Wheat,14,0,0,0.603448276,0.977127481,2001
Wheat,15,0.291661195,16790,0.354252874,0.999663639,2001
Wheat,16,1.28338805,75290,0.109195402,0.97107299,2001
Wheat,24,0.225213395,11540,0.482758621,0.966363942,2001
Wheat,17,1.613131976,113990,0.08045977,0.949545913,2001
Wheat,18,0.001838477,50,0.534482759,0.997981837,2001
Wheat,19,2.873539068,205510,0.005747126,1.001681803,2001
Wheat,22,0.203676953,11500,0.637931034,0.950891356,2002
Wheat,20,1.512541037,109500,0.747126437,0.931718803,2002
Wheat,1,0.113460276,6980,0.862068966,0.905482677,2002
Wheat,2,0.257912016,14710,0.534482759,0.954254961,2002
Wheat,4,1.008141825,64130,0.529655172,0.943491423,2002
Wheat,5,0.849113592,43640,0.597701149,0.926000673,2002
Wheat,6,1.395141169,84670,0.529655172,0.912209889,2002
Wheat,7,0.334602758,19460,0.529655172,0.923982509,2002
Wheat,21,0,0,0.529655172,0.89539186,2002
Wheat,8,2.790676297,199100,0.16091954,0.866801211,2002
Wheat,23,1.550886408,86620,0.643678161,0.951900437,2002
Wheat,9,0.001838477,50,0.798850575,0.908846283,2002
Wheat,10,4.512409718,317450,0.183908046,0.915909855,2002
Wheat,11,1.078529219,62080,0.356321839,0.934409687,2002
Wheat,12,0,0,0.529655172,0.926000673,2002
Wheat,13,0.602101116,41620,0.16091954,0.980491086,2002
Wheat,14,1.368220617,73700,0.856321839,0.950218634,2002
Wheat,15,0.074852265,4890,1.057471264,0.894046418,2002
Wheat,16,0,0,0.632183908,0.926673394,2002
Wheat,24,2.655154301,181130,0.529655172,0.905482677,2002
Wheat,17,0.03348654,1600,0.511494253,0.903800875,2002
Wheat,18,2.582403152,183880,0.120689655,0.907500841,2002
Wheat,19,0,0,0.143678161,0.920955264,2002
Wheat,25,2.606565988,194490,0.155172414,0.944164144,2003
Wheat,26,0.39422193,29845,0.172413793,0.940127817,2003
Wheat,27,1.3441891,89330,0.281149425,0.893037336,2003
Wheat,20,0.036139199,1944,0.281149425,0.930037,2003
Wheat,28,0.051726855,3019,0.281149425,0.923982509,2003
Wheat,29,0.133026921,7490,0.183908046,0.923309788,2003
Wheat,1,0.440144452,22930,0.281149425,0.918937101,2003
Wheat,30,0.000669731,40,0.281149425,0.906491759,2003
Wheat,31,0.536585686,30951,0.597701149,0.940800538,2003
Wheat,32,0.774602758,37853,0.281149425,0.877228389,2003
Wheat,2,0.095311884,4748,0.189655172,0.939455096,2003
Wheat,33,0.293026921,19327,0.224137931,0.92431887,2003
Wheat,34,0.040525279,2303,0.281149425,0.933400605,2003
Wheat,4,0.104845699,5897,0.195402299,0.936764211,2003
Wheat,35,0.385686146,20607,0.281149425,0.922637067,2003
Wheat,36,0.645397242,42124,0.281149425,0.922637067,2003
Wheat,5,0.005226527,349,0.126436782,0.959636731,2003
Wheat,37,0.974537098,55345,0.281149425,0.942482341,2003
Wheat,6,0.085095207,5350,0.040229885,0.856037672,2003
Wheat,38,0,0,0.040229885,0.908173562,2003
Wheat,7,0.20803677,11973,0.281149425,0.956273125,2003
Wheat,39,0,0,0.212643678,0.878573831,2003
Wheat,40,0.33348654,16902,0.281149425,0.949545913,2003
Wheat,41,0.109875246,5935,0.402298851,0.868483014,2003
Wheat,42,0.623808273,39390,0.281149425,0.945845947,2003
Wheat,43,2.763755745,171970,0.281149425,0.911537168,2003
Wheat,44,0.004609324,251,0.281149425,0.961991255,2003
Wheat,45,0.176296783,8659,0.281149425,0.912209889,2003
Wheat,21,0.298778726,18743,0.281149425,0.934073327,2003
Wheat,230,1.709481287,79215,0.281149425,0.969391187,2003
Wheat,8,1.231385424,69480,0.798850575,0.937436932,2003
Wheat,46,0.862770847,47230,0.402298851,0.850319543,2003
Wheat,47,0,0,0.281149425,0.957618567,2003
Wheat,48,1.789218647,116625,0.281149425,0.920955264,2003
Wheat,49,0.00013132,10,0.281149425,0.961318533,2003
Wheat,9,0.002678923,172,0.281149425,0.963000336,2003
Wheat,50,1.285620486,88000,0.281149425,0.932727884,2003
Wheat,10,0.019330269,1151,0.281149425,0.923982509,2003
Wheat,51,0.000971766,61,0.356321839,0.917591658,2003
Wheat,52,0.001707157,90,0.281149425,0.897073663,2003
Wheat,11,0.907288247,57790,0.281149425,0.905819038,2003
Wheat,53,0.00651346,447,0.281149425,0.955264043,2003
Wheat,54,0.618135259,34074,0.281149425,0.944164144,2003
Wheat,55,0.000538411,31,0.281149425,0.926673394,2003
Wheat,56,2.324097177,139060,0.316091954,0.915909855,2003
Wheat,57,0.046815496,2951,0.281149425,0.915573495,2003
Wheat,58,0.463335522,30761,0.281149425,0.926673394,2003
Wheat,59,0.600643467,39257,0.281149425,0.981500168,2003
Wheat,60,4.296388707,216280,0.436781609,0.908846283,2003
Wheat,61,0.094629022,4714,0.281149425,0.95358224,2003
Wheat,62,0.77461589,62604,0.281149425,0.922300706,2003
Wheat,63,0.481680893,30750,0.402298851,0.87790111,2003
Wheat,64,0.27135916,15674,0.281149425,0.940800538,2003
Wheat,65,0.228667104,14884,0.402298851,0.970400269,2003
Wheat,66,0.408351937,28357,0.281149425,0.890346451,2003
Wheat,67,0.012435982,801,0.040229885,0.910528086,2003
Wheat,68,0.001707157,90,0.281149425,0.858728557,2003
Wheat,69,0.059592909,3267,0.281149425,0.894719139,2003
Wheat,70,0,0,0.034482759,0.900437269,2003
Wheat,13,0.267629678,15240,0.281149425,0.937436932,2003
Wheat,71,0.000722259,38,0.356321839,0.944164144,2003
Wheat,14,0.026973079,1522,0.183908046,0.927682476,2003
Wheat,135,0.283479974,18400,0.281149425,0.862092163,2003
Wheat,72,0,0,0.281149425,0.94180962,2003
Wheat,15,0.055259357,3839,0.143678161,0.932391524,2003
Wheat,137,1.163099146,67180,0.281149425,0.868483014,2003
Wheat,73,0.253013789,15866,0.281149425,0.934073327,2003
Wheat,74,0.448207485,25370,0.281149425,0.945173226,2003
Wheat,16,0,0,0.281149425,0.954591322,2003
Wheat,138,0.063164806,4360,0.281149425,0.966027582,2003
Wheat,235,0.874090611,66353,0.155172414,0.956945846,2003
Wheat,17,0.182954695,10201,0.281149425,0.974436596,2003
Wheat,139,0.335193697,21716,0.281149425,0.915909855,2003
Wheat,75,0.325856861,19962,0.281149425,0.880255634,2003
Wheat,76,0.102206172,7432,0.281149425,0.893710057,2003
Wheat,77,1.812304662,99212,0.436781609,0.900437269,2003
Wheat,78,0,0,0.034482759,0.923982509,2003
Wheat,79,0.006303349,350,0.356321839,0.896400942,2003
Wheat,18,0.764149705,37140,0.206896552,0.90716448,2003
Wheat,146,0.312462246,23409,0.281149425,0.926000673,2003
Wheat,150,0.472803677,29210,0.798850575,0.935082408,2003
Wheat,80,0.69567958,47639,0.316091954,0.943491423,2003
Wheat,25,0.269205515,16460,0.030804598,0.959636731,2004
Wheat,26,1.302849639,105598,0.057471264,0.920618903,2004
Wheat,27,0.027734734,1786,0.030804598,0.891355533,2004
Wheat,20,0.002442548,106,0.030804598,0.861083081,2004
Wheat,28,0.491976362,19536,0.057471264,0.921627985,2004
Wheat,29,0.596730138,25155,0.030804598,0.960982173,2004
Wheat,1,0.301116218,23895,0.030804598,0.93609149,2004
Wheat,30,0.006933684,295,0,0.992263707,2004
Wheat,31,0.71315824,40500,0.030804598,0.944500505,2004
Wheat,32,0.325817466,14022,0.030804598,0.911537168,2004
Wheat,2,0.291004596,13053,0.030804598,0.998318197,2004
Wheat,33,0,0,0.030804598,0.902119072,2004
Wheat,34,0.005226527,302,0.030804598,0.957618567,2004
Wheat,4,0.434405778,18608,0.030804598,0.989909183,2004
Wheat,35,0.033617859,1661,0.030804598,0.955936764,2004
Wheat,36,0.025686146,1572,0.030804598,0.930709721,2004
Wheat,5,0.726789232,68735,0.030804598,0.917591658,2004
Wheat,37,0.291319764,14615,0.030804598,0.902119072,2004
Wheat,6,0.135233093,7984,0.030804598,0.927346115,2004
Wheat,38,0.472816809,24312,0.028735632,0.949209553,2004
Wheat,7,0.028601445,1389,0,0.865119408,2004
Wheat,39,0.130045962,5558,0,0.897073663,2004
Wheat,40,0.553171372,50660,0.030804598,0.951227716,2004
Wheat,41,0.254773473,11145,0.030804598,0.934409687,2004
Wheat,42,0,0,0.149425287,0.968045745,2004
Wheat,43,0.076073539,4011,0.030804598,0.920618903,2004
Wheat,44,0.368509521,19525,0.030804598,0.929027918,2004
Wheat,45,0.246132633,19920,0.030804598,0.930037,2004
Wheat,21,0.001116218,44,0,0.973763875,2004
Wheat,230,0.000590939,26,0.030804598,0.87184662,2004
Wheat,8,0.205830598,17930,0.030804598,0.954254961,2004
Wheat,46,0.035364412,2115,0.030804598,0.974436596,2004
Wheat,47,0.822114248,61048,0.030804598,0.974772957,2004
Wheat,48,0.871346028,55419,0.057471264,0.8839556,2004
Wheat,49,1.36112935,64992,0.028735632,0.944164144,2004
Wheat,9,0.150938936,7161,0,0.87790111,2004
Wheat,50,0.086001313,4642,0,0.944164144,2004
Wheat,10,0,0,0.005747126,0.87790111,2004
Wheat,51,0.497084701,49332,0.030804598,0.981500168,2004
Wheat,52,0.21661195,12948,0.030804598,0.969391187,2004
Wheat,11,1.018910046,50072,0.028735632,0.930037,2004
Wheat,53,0.001116218,38,0.030804598,0.933400605,2004
Wheat,54,0.443952725,24040,0.030804598,0.950891356,2004
Wheat,55,0.000801051,52,0,0.972082072,2004
Wheat,56,0.403808273,24931,0,0.935755129,2004
Wheat,57,0.00013132,7,0,0.900437269,2004
Wheat,58,0.625594222,44456,0.068965517,0.898082745,2004
Wheat,59,0.279632305,9101,0.030804598,0.970400269,2004
Wheat,60,0.067340775,3990,0,0.870501177,2004
Wheat,61,0.060735391,3639,0,0.932727884,2004
Wheat,62,0,0,0.005747126,0.944500505,2004
Wheat,63,0.992764281,46582,0.017241379,0.856037672,2004
Wheat,64,0.208417597,9692,0,0.910864447,2004
Wheat,65,0,0,0.030804598,0.858728557,2004
Wheat,66,0.326434668,13454,0.030804598,0.923982509,2004
Wheat,67,0.29986868,15496,0.017241379,0.929027918,2004
Wheat,68,0.307406435,23096,0.030804598,0.961991255,2004
Wheat,69,0.090137886,4627,0.068965517,0.943491423,2004
Wheat,70,0.001116218,38,0.030804598,0.959636731,2004
Wheat,13,0.057478661,2531,0.030804598,0.984863774,2004
Wheat,71,0.007603414,441,0.149425287,0.948536831,2004
Wheat,14,0.195456336,12813,0,0.943491423,2004
Wheat,135,2.258305975,196353,0.030804598,0.963000336,2004
Wheat,72,2.840183848,276972,0.057471264,0.936764211,2004
Wheat,15,0.004162837,245,0,0.907500841,2004
Wheat,137,0.646145765,32143,0,0.928355197,2004
Wheat,73,1.040249508,122042,0.030804598,0.968045745,2004
Wheat,74,0,0,0.030804598,0.855028591,2004
Wheat,16,0.447458963,37765,0.030804598,0.930709721,2004
Wheat,138,0.081812213,4519,0.149425287,0.992936428,2004
Wheat,235,1.244871963,53781,0.030804598,0.945845947,2004
Wheat,17,0.10006566,4110,0.005747126,0.923309788,2004
Wheat,139,0.208351937,12118,0.030804598,0.968718466,2004
Wheat,75,0,0,0,0.865119408,2004
Wheat,76,1.531516743,127618,0.030804598,0.911537168,2004
Wheat,77,0.045055811,2705,0.030804598,0.976118399,2004
Wheat,78,0.095653316,5008,0.030804598,0.945845947,2004
Wheat,79,0.52432042,23801,0.028735632,0.964682139,2004
Wheat,18,1.826132633,143966,0.068965517,0.951227716,2004
Wheat,146,0.000787919,33,0.030804598,0.931718803,2004
Wheat,150,2.554038083,190223,0.057471264,0.934073327,2004
Wheat,80,0.005016415,199,0.030804598,0.941136899,2004
Wheat,25,0.370059094,13769,0.196091954,0.985536495,2005
Wheat,26,1.10438608,60296,0.196091954,0.967709384,2005
Wheat,27,0.344215364,23521,0.196091954,0.967036663,2005
Wheat,20,0.00013132,6,0.356321839,0.939118735,2005
Wheat,28,0.114379514,5351,2.103448276,0.957954928,2005
Wheat,29,0.236756402,14610,0.293103448,0.95930037,2005
Wheat,1,0.568732764,29147,0.196091954,0.929364279,2005
Wheat,30,0.390282337,18194,0.114942529,0.909182644,2005
Wheat,31,0.202245568,9928,0.196091954,0.910864447,2005
Wheat,32,0.189074196,6976,0.051724138,0.942818702,2005
Wheat,2,0.00338805,164,0.086206897,0.889001009,2005
Wheat,33,0.055837163,2373,0.275862069,0.968045745,2005
Wheat,34,0.004596192,211,0.275862069,0.939118735,2005
Wheat,4,0.220643467,13999,0.196091954,0.945845947,2005
Wheat,35,0.943138542,51055,0.293103448,0.972754793,2005
Wheat,36,0.114011819,6235,0.196091954,0.96535486,2005
Wheat,5,0.229310571,9340,0.196091954,0.922637067,2005
Wheat,37,0,0,0.172413793,0.951227716,2005
Wheat,6,0.05880499,1926,0.196091954,0.903128153,2005
Wheat,38,0.251621799,9856,0.196091954,0.998990918,2005
Wheat,7,0.387183191,14692,0.051724138,0.880255634,2005
Wheat,39,0.032252134,1258,0.196091954,0.933400605,2005
Wheat,40,0,0,0.166666667,0.944500505,2005
Wheat,41,0.317005909,16247,0.196091954,0.929364279,2005
Wheat,42,0.229008536,12980,0.196091954,0.998318197,2005
Wheat,43,0.067616546,3077,0.196091954,0.876892028,2005
Wheat,44,0.000761655,46,0.189655172,0.878910192,2005
Wheat,45,0.419724228,15784,0.091954023,0.88361924,2005
Wheat,21,1.494812869,85999,0.196091954,0.931718803,2005
Wheat,230,0,0,0.196091954,0.967709384,2005
Wheat,8,0.372527905,14020,0.196091954,0.904809956,2005
Wheat,46,0,0,0.166666667,0.934073327,2005
Wheat,47,0.588680236,25752,0.196091954,0.942818702,2005
Wheat,48,1.142035456,54179,0.137931034,0.923309788,2005
Wheat,49,0.474983585,20552,0.040229885,0.867137571,2005
Wheat,9,0,0,0.196091954,0.905482677,2005
Wheat,50,0.100958634,4643,0.196091954,0.949209553,2005
Wheat,10,0.081575837,3246,0.086206897,0.961318533,2005
Wheat,51,1.631753119,65112,0.114942529,0.914228052,2005
Wheat,52,0.100091924,3985,0.196091954,0.935082408,2005
Wheat,11,0.000709127,15,0.196091954,0.93609149,2005
Wheat,53,0.53116218,23795,0.196091954,0.978136562,2005
Wheat,54,0.7422587,35678,0.196091954,0.882946519,2005
Wheat,55,0.186211425,6203,0.196091954,0.86612849,2005
Wheat,56,0.004674984,160,0.196091954,0.89539186,2005
Wheat,57,0.056454366,2866,0.086206897,0.955264043,2005
Wheat,58,0.097728168,4022,0.08045977,0.935082408,2005
Wheat,59,0.880446487,48952,0.086206897,0.948536831,2005
Wheat,60,0.004858831,140,0.196091954,0.978809284,2005
Wheat,61,0.097360473,5089,0.086206897,0.988900101,2005
Wheat,62,0,0,0.196091954,0.960982173,2005
Wheat,63,0.403545634,18398,0.196091954,0.951900437,2005
Wheat,64,0.043873933,2104,0.196091954,0.97645476,2005
Wheat,65,0.024819435,1468,0.196091954,0.951227716,2005
Wheat,66,0.014313854,744,0.196091954,0.960982173,2005
Wheat,67,0.537452397,23053,0.091954023,0.876892028,2005
Wheat,68,2.412081418,127776,0.086206897,0.898755466,2005
Wheat,69,0.522915299,20453,0.196091954,0.94786411,2005
Wheat,70,0.000774787,19,0.196091954,0.962663976,2005
Wheat,13,0.197084701,7209,0.196091954,0.94180962,2005
Wheat,71,0.051070256,2635,0.091954023,0.963000336,2005
Wheat,14,0.138279711,5283,0.196091954,0.934409687,2005
Wheat,135,0,0,0.196091954,0.954591322,2005
Wheat,72,1.568010506,68014,0.196091954,0.94752775,2005
Wheat,15,0.946316481,35437,0.051724138,0.968045745,2005
Wheat,137,0.321759685,17121,0.196091954,0.955936764,2005
Wheat,73,0,0,0.196091954,0.885637403,2005
Wheat,74,0.471385424,20206,0.196091954,0.932727884,2005
Wheat,16,0.024097177,1218,0.196091954,0.933400605,2005
Wheat,138,0.174235062,9058,0.196091954,0.961318533,2005
Wheat,235,3.298726198,147945,0.137931034,0.997981837,2005
Wheat,17,0.211372292,11324,0.086206897,0.972754793,2005
Wheat,139,1.697058437,95927,0.196091954,0.925664312,2005
,,0,0,0.310344828,0.960982173,2005
Wheat,75,0.159816152,6242,0.196091954,0.945173226,2005
Wheat,76,1.416953381,62777,0.091954023,0.932727884,2005
Wheat,77,0.000774787,19,0.196091954,0.96535486,2005
Wheat,78,0.192777413,9524,0.196091954,0.951227716,2005
Wheat,79,0.006329613,201,0.196091954,0.937436932,2005
Wheat,18,0.00199606,67,0.196091954,0.955936764,2005
Wheat,146,0.016152331,776,0.08045977,0.918264379,2005
Wheat,150,0.042298096,1921,0.040229885,0.929027918,2005
Wheat,80,0.028233749,1427,0.442528736,0.999663639,2006
Wheat,25,0.097701904,4743,0.063678161,0.976118399,2006
Wheat,26,0,0,0.063678161,0.88361924,2006
Wheat,27,0,0,0.057471264,0.926673394,2006
Wheat,20,0,0,0,0.978809284,2006
Wheat,28,0.742941563,48297,0.063678161,0.891355533,2006
Wheat,29,0.312147078,15429,0.028735632,0.926000673,2006
Wheat,1,0.945699278,56241,0.063678161,0.90716448,2006
Wheat,30,0.007091267,388,0,0.981163808,2006
Wheat,31,2.321273802,139314,0.057471264,0.963673058,2006
Wheat,32,0.005055811,243,0.063678161,0.945173226,2006
Wheat,2,0.003939593,194,0.005747126,0.955936764,2006
Wheat,33,0.437623112,23995,0.063678161,0.884628322,2006
Wheat,34,0.46126067,24597,0.063678161,0.936764211,2006
Wheat,4,0.087327643,4962,0.063678161,0.968045745,2006
Wheat,35,0.581418253,30012,0.005747126,0.897073663,2006
Wheat,36,0.277216021,18202,0.063678161,0.967036663,2006
Wheat,5,0.077478661,4396,0.063678161,0.972754793,2006
Wheat,37,0.150886408,8629,0.063678161,0.95930037,2006
Wheat,6,0.207222587,13442,0.063678161,0.954254961,2006
Wheat,38,0.065068943,3520,0.063678161,0.944164144,2006
Wheat,7,0.523309258,27325,0.063678161,0.963673058,2006
Wheat,39,2.526789232,161105,0.17816092,0.966027582,2006
