Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Year
Jute,Rajshahi ,41715,26820,58.66666667,1975
Jute,Rangpur ,283565,796305,198,1975
Jute,Sylhet ,13335,27285,295.3333333,1975
Jute,Tangail ,75415,253110,,1975
Jute,Bakergonj ,10765,21290,,1976
Jute,Bogra ,45690,115265,74.66666667,1976
Jute,Chittagong ,305,770,58.33333333,1976
Jute,Chittagong H.T. ,550,1300,58.33333333,1976
Jute,Comilla ,85175,246155,119.6666667,1976
Jute,Dhaka ,140460,523270,203.3333333,1976
Jute,Dinajpur ,62430,148485,,1976
Jute,Faridpur ,134990,510850,168.6666667,1976
Jute,Jessore ,143470,460430,76.66666667,1976
Jute,Khulna ,33150,97625,115.6666667,1976
Jute,Kishoregonj ,98970,238515,,1976
Jute,Kushtia ,58980,145075,,1976
Jute,Mymensingh ,230850,635510,107,1976
Jute,Noakhali ,13035,35715,,1976
Jute,Pabna ,61940,181925,,1976
Jute,Patuakhali ,1250,1900,,1976
Jute,Rajshahi ,52455,150595,83,1976
Jute,Rangpur ,322825,966725,106.6666667,1976
Jute,Sylhet ,12220,24320,285.6666667,1976
Jute,Tangail ,115885,367590,,1976
Jute,Bakergonj ,16335,28388,,1977
Jute,Bogra ,48780,130433,0,1977
Jute,Chittagong ,190,503,229.6666667,1977
Jute,Chittagong H.T. ,480,1134,229.6666667,1977
Jute,Comilla ,80455,867915,252.6666667,1977
Jute,Dhaka ,153155,566686,235.6666667,1977
Jute,Dinajpur ,70310,194448,,1977
Jute,Faridpur ,173910,537371,146,1977
Jute,Jessore ,175985,544843,114.3333333,1977
Jute,Khulna ,44665,114835,134,1977
Jute,Kishoregonj ,103830,205583,,1977
Jute,Kushtia ,75480,213542,,1977
Jute,Mymensingh ,267540,748222,352,1977
Jute,Noakhali ,9500,20710,318.6666667,1977
Jute,Pabna ,73815,223590,,1977
Jute,Patuakhali ,1200,1713,176.6666667,1977
Jute,Rajshahi ,63185,186289,156.6666667,1977
Jute,Rangpur ,334025,1042640,153.3333333,1977
Jute,Sylhet ,5200,5200,426.3333333,1977
Jute,Tangail ,134005,400505,,1977
Jute,Bakergonj ,20950,41742,,1978
Jute,Bogra ,60575,181555,184.6666667,1978
Jute,Chittagong ,315,727,139.6666667,1978
Jute,Chittagong H.T. ,480,1197,139.6666667,1978
Jute,Comilla ,105275,371620,,1978
Jute,Dhaka ,167250,628470,222,1978
Jute,Dinajpur ,74680,207880,,1978
Jute,Faridpur ,194195,627195,88.66666667,1978
Jute,Jessore ,220440,749035,,1978
Jute,Khulna ,51775,161339,108.6666667,1978
Jute,Kishoregonj ,129485,271920,,1978
Jute,Kushtia ,83270,253945,,1978
Jute,Mymensingh ,268810,773120,190,1978
Jute,Noakhali ,19040,57120,230.3333333,1978
Jute,Pabna ,95535,307353,,1978
Jute,Patuakhali ,1055,1340,269.3333333,1978
Jute,Rajshahi ,64315,181982,86.33333333,1978
Jute,Rangpur ,370100,1250675,149,1978
Jute,Sylhet ,8015,16030,346.6666667,1978
Jute,Tangail ,145290,445830,,1978
Jute,Bandarban ,0,0,,1981
Jute,Barisal ,9130,16045,269,1981
Jute,Bogra ,52770,177300,151.3333333,1981
Jute,Chittagonj ,320,620,249.6666667,1981
Jute,Comilla ,79060,285405,318,1981
Jute,Dhaka ,128770,452640,218.3333333,1981
Jute,Dinajpur ,47485,166130,224.3333333,1981
Jute,Faridpur ,152210,427975,253.3333333,1981
Jute,jamalpur ,78365,258905,,1981
Jute,Jessore ,161295,510705,190.3333333,1981
Jute,Khagrachari ,0,0,,1981
Jute,Khulna ,24200,72100,267.6666667,1981
Jute,Kishoregonj ,99335,317870,,1981
Jute,Kustia ,60740,192645,,1981
Jute,Mymensingh ,117035,393455,233.3333333,1981
Jute,Noakhali ,5935,19405,361.3333333,1981
Jute,Pabna ,34150,122700,,1981
Jute,Patuakhali ,1095,1820,244.6666667,1981
Jute,Rajshahi ,29160,100290,185.3333333,1981
Jute,Rangamati ,425,970,191.3333333,1981
Jute,Rangpur ,272740,948240,194,1981
Jute,Sylhet ,8885,28875,509.6666667,1981
Jute,Tangail ,67190,191995,,1981
Jute,Bandarban ,0,0,,1982
Jute,Barisal ,7185,12405,86.66666667,1982
Jute,Bogra ,48425,167045,67,1982
Jute,Chittagonj ,180,385,80,1982
Jute,Comilla ,75450,275390,199,1982
Jute,Dhaka ,121630,424715,113,1982
Jute,Dinajpur ,45095,150990,73.33333333,1982
Jute,Faridpur ,168000,485200,135.3333333,1982
Jute,jamalpur ,73125,254595,,1982
Jute,Jessore ,166630,565155,115.6666667,1982
Jute,Khagrachari ,0,0,,1982
Jute,Khulna ,28855,100735,62.66666667,1982
Jute,Kishoregonj ,92355,309390,,1982
Jute,Kustia ,76155,254375,,1982
Jute,Mymensingh ,106540,366615,155,1982
Jute,Noakhali ,3980,12735,191.6666667,1982
Jute,Pabna ,49160,181290,,1982
Jute,Patuakhali ,1080,1675,77.33333333,1982
Jute,Rajshahi ,39610,142410,87.33333333,1982
Jute,Rangamati ,250,530,62.33333333,1982
Jute,Rangpur ,269615,988000,68,1982
Jute,Sylhet ,7085,16650,440.3333333,1982
Jute,Tangail ,61875,209790,,1982
Jute,Bandarban ,0,0,,1983
Jute,Barisal ,6970,13380,142.6666667,1983
Jute,Bogra ,36405,121210,139,1983
Jute,Chittagonj ,145,310,173.3333333,1983
Jute,Comilla ,72455,292720,160.3333333,1983
Jute,Dhaka ,116205,425560,268,1983
Jute,Dinajpur ,42690,142855,113.3333333,1983
Jute,Faridpur ,174165,585160,193.3333333,1983
Jute,jamalpur ,67195,265155,,1983
Jute,Jessore ,170555,571730,164.3333333,1983
Jute,Khagrachari ,0,0,,1983
Jute,Khulna ,31515,122320,186,1983
Jute,Kishoregonj ,83270,308100,,1983
Jute,Kustia ,81925,290250,,1983
Jute,Mymensingh ,108435,432370,61.33333333,1983
Jute,Noakhali ,3980,10745,233,1983
Jute,Pabna ,51140,188180,,1983
Jute,Patuakhali ,1125,1820,415.6666667,1983
Jute,Rajshahi ,47710,162130,53,1983
Jute,Rangamati ,250,585,245.6666667,1983
Jute,Rangpur ,275325,1029050,120.3333333,1983
Jute,Sylhet ,5380,11515,489,1983
Jute,Tangail ,74365,280465,,1983
Jute,Bandarban ,0,0,,1984
Jute,Barisal ,6690,11715,128.6666667,1984
Jute,Bogra ,41250,119715,147.3333333,1984
Jute,Chittagonj ,140,240,184.3333333,1984
Jute,Comilla ,75345,286310,244.3333333,1984
Jute,Dhaka ,131390,437190,278.6666667,1984
Jute,Dinajpur ,61015,179345,117.3333333,1984
Jute,Faridpur ,207775,518470,201.6666667,1984
Jute,jamalpur ,66680,212940,,1984
Jute,Jessore ,187125,504520,107.6666667,1984
Jute,Khagrachari ,145,300,,1984
Jute,Khulna ,48740,170390,108,1984
Jute,Kishoregonj ,77355,235930,,1984
Jute,Kustia ,110010,379155,,1984
Jute,Mymensingh ,112300,380850,173,1984
Jute,Noakhali ,3700,9990,204.6666667,1984
Jute,Pabna ,61095,191915,,1984
Jute,Patuakhali ,990,1535,95.33333333,1984
Jute,Rajshahi ,63170,189510,34.66666667,1984
Jute,Rangamati ,135,310,223.3333333,1984
Jute,Rangpur ,360360,1113100,226,1984
Jute,Sylhet ,4810,10100,416.6666667,1984
Jute,Tangail ,68260,196775,,1984
Jute,Bandarban ,0,0,,1985
Jute,Barisal ,3663,6616,111.6666667,1985
Jute,Bogra ,71244,221192,109,1985
Jute,Chittagonj ,9,9,247.3333333,1985
Jute,Comilla ,81295,329185,175.6666667,1985
Jute,Dhaka ,144651,510765,223.6666667,1985
Jute,Dinajpur ,45695,137870,172.3333333,1985
Jute,Faridpur ,148180,483907,192.6666667,1985
Jute,jamalpur ,56801,183223,,1985
Jute,Jessore ,148118,556603,74.33333333,1985
Jute,Khagrachari ,105,190,,1985
Jute,Khulna ,36909,123798,150.6666667,1985
Jute,Kishoregonj ,96640,306846,,1985
Jute,Kustia ,94959,295519,,1985
Jute,Mymensingh ,134746,445273,121,1985
Jute,Noakhali ,3569,9971,77,1985
Jute,Pabna ,73677,236967,,1985
Jute,Patuakhali ,666,1069,88,1985
Jute,Rajshahi ,93491,299361,91.33333333,1985
Jute,Rangamati ,289,696,211,1985
Jute,Rangpur ,326481,1028664,372.3333333,1985
Jute,Sylhet ,10757,28968,96.66666667,1985
Jute,Tangail ,62581,214630,,1985
Jute,Bandarban ,0,0,,1986
Jute,Barisal ,6229,11989,112.6666667,1986
Jute,Bogra ,40771,130106,107.3333333,1986
Jute,Chittagonj ,11,18,158.3333333,1986
Jute,Comilla ,103856,449483,153.6666667,1986
Jute,Dhaka ,122693,429457,81,1986
Jute,Dinajpur ,58018,178779,137.6666667,1986
Jute,Faridpur ,152328,504326,155,1986
Jute,jamalpur ,44959,163648,,1986
Jute,Jessore ,117494,430005,199,1986
Jute,Khagrachari ,0,0,,1986
Jute,Khulna ,32288,110442,77.66666667,1986
Jute,Kishoregonj ,73258,241081,,1986
Jute,Kustia ,70491,220725,,1986
Jute,Mymensingh ,111586,416177,64.33333333,1986
Jute,Noakhali ,2317,5453,133,1986
Jute,Pabna ,36151,128344,,1986
Jute,Patuakhali ,834,1439,100.3333333,1986
Jute,Rajshahi ,75616,252610,124.3333333,1986
Jute,Rangamati ,74,191,215.3333333,1986
Jute,Rangpur ,297560,1065277,84.66666667,1986
Jute,Sylhet ,6218,17486,109,1986
Jute,Tangail ,55679,213214,,1986
Jute,Bandarban ,0,0,,1987
Jute,Barisal ,8870,15630,143.3333333,1987
Jute,Bogra ,24840,96355,124.6666667,1987
Jute,Chittagonj ,53045,223850,124,1987
Jute,Comilla ,20,75,106.6666667,1987
Jute,Dhaka ,111195,382680,100,1987
Jute,Dinajpur ,79960,252865,207.3333333,1987
Jute,Faridpur ,152745,526970,91.66666667,1987
Jute,jamalpur ,47730,210060,,1987
Jute,Jessore ,148285,608440,138,1987
Jute,Khagrachari ,0,0,,1987
Jute,Khulna ,18155,75245,148,1987
Jute,Kishoregonj ,46475,168705,,1987
Jute,Kustia ,54930,238490,,1987
Jute,Mymensingh ,86415,369400,63.33333333,1987
Jute,Noakhali ,3060,6760,100.6666667,1987
Jute,Pabna ,49160,170725,,1987
Jute,Patuakhali ,1230,2090,196.3333333,1987
Jute,Rajshahi ,57700,183145,98.66666667,1987
Jute,Rangamati ,155,380,269.3333333,1987
Jute,Rangpur ,260045,926255,136.6666667,1987
Jute,Sylhet ,2830,8715,184.6666667,1987
Jute,Tangail ,71990,261295,166.3333333,1987
Jute,Bandarban ,0,0,,1988
Jute,Barisal ,7960,238250,216.6666667,1988
Jute,Bogra ,43950,1755,171,1988
Jute,Chittagonj ,0,0,289.6666667,1988
Jute,Comilla ,52435,256670,98.33333333,1988
Jute,Dhaka ,119975,178385,247.3333333,1988
Jute,Dinajpur ,71820,171490,208,1988
Jute,Faridpur ,154590,349485,179.3333333,1988
Jute,jamalpur ,68305,451240,,1988
Jute,Jessore ,121835,26800,314.3333333,1988
Jute,Khagrachari ,0,0,,1988
Jute,Khulna ,26680,458650,125,1988
Jute,Kishoregonj ,57840,257945,,1988
Jute,Kustia ,67050,111410,,1988
Jute,Mymensingh ,65100,160300,94,1988
Jute,Noakhali ,4320,7980,125.3333333,1988
Jute,Pabna ,84055,181845,,1988
Jute,Patuakhali ,1125,298565,200,1988
Jute,Rajshahi ,62055,189885,162.3333333,1988
Jute,Rangamati ,125,250,531.3333333,1988
Jute,Rangpur ,266230,905215,154,1988
Jute,Sylhet ,965,2510,84.66666667,1988
Jute,Tangail ,32045,223645,44,1988
Jute,Bandarban ,0,0,,1990
Jute,Barisal ,8860,27120,100.6666667,1990
Jute,Bogra ,77340,314290,90.33333333,1990
Jute,Chittagonj ,0,0,104.3333333,1990
Jute,Comilla ,121540,471630,136.3333333,1990
Jute,Dhaka ,207970,708220,130.6666667,1990
Jute,Dinajpur ,112290,296310,122,1990
Jute,Faridpur ,323330,1116820,79.33333333,1990
Jute,jamalpur ,162220,617540,,1990
Jute,Jessore ,256120,1058110,97.33333333,1990
Jute,Khagrachari ,0,0,,1990
Jute,Khulna ,52540,227950,98.33333333,1990
Jute,Kishoregonj ,121370,442440,,1990
Jute,Kustia ,173420,742080,,1990
Jute,Mymensingh ,107550,381650,77,1990
Jute,Noakhali ,4480,14530,80.33333333,1990
Jute,Pabna ,126450,431320,,1990
Jute,Patuakhali ,2140,3060,134.3333333,1990
Jute,Rajshahi ,111720,346960,112.3333333,1990
Jute,Rangamati ,5400,13180,288.6666667,1990
Jute,Rangpur ,603700,2044210,144,1990
Jute,Sylhet ,5320,15810,94,1990
Jute,Tangail ,196580,647810,157.3333333,1990
Jute,Bandarban ,0,0,,1991
Jute,Barisal ,3880,12140,138,1991
Jute,Bogra ,32810,131240,312.6666667,1991
Jute,Chittagonj ,0,0,209.3333333,1991
Jute,Comilla ,50280,220730,139.6666667,1991
Jute,Dhaka ,104910,338860,142.3333333,1991
Jute,Dinajpur ,59060,169500,307.6666667,1991
Jute,Faridpur ,190420,666470,90.33333333,1991
Jute,jamalpur ,73170,264140,,1991
Jute,Jessore ,144280,623290,266.6666667,1991
Jute,Khagrachari ,0,0,,1991
Jute,Khulna ,26430,119990,119,1991
Jute,Kishoregonj ,54410,193700,,1991
Jute,Kustia ,101100,428660,,1991
Jute,Mymensingh ,60460,194680,67,1991
Jute,Noakhali ,1430,5260,58,1991
Jute,Pabna ,71750,246100,,1991
Jute,Patuakhali ,1530,2250,257,1991
Jute,Rajshahi ,48040,166700,114.6666667,1991
Jute,Rangamati ,70,230,509.3333333,1991
Jute,Rangpur ,323640,1126370,183.6666667,1991
Jute,Sylhet ,1070,3570,68.66666667,1991
Jute,Tangail ,104450,359310,56.66666667,1991
Jute,Bandarban ,0,0,,1992
Jute,Barisal ,4850,9890,42.66666667,1992
Jute,Bogra ,29210,117130,54.66666667,1992
Jute,Chittagonj ,0,0,59.33333333,1992
Jute,Comilla ,50160,237760,31,1992
Jute,Dhaka ,100750,387890,73.66666667,1992
Jute,Dinajpur ,40920,115390,76.33333333,1992
Jute,Faridpur ,179100,773710,74.66666667,1992
Jute,jamalpur ,65330,257400,,1992
Jute,Jessore ,101850,451200,58.66666667,1992
Jute,Khagrachari ,0,0,,1992
Jute,Khulna ,18340,86200,72.33333333,1992
Jute,Kishoregonj ,52740,198300,,1992
Jute,Kustia ,81280,377140,,1992
Jute,Mymensingh ,36920,124790,45.66666667,1992
Jute,Noakhali ,930,3210,64.66666667,1992
Jute,Pabna ,52270,196530,,1992
Jute,Patuakhali ,1710,2510,57.33333333,1992
Jute,Rajshahi ,37110,132850,111.3333333,1992
Jute,Rangamati ,110,440,281.6666667,1992
Jute,Rangpur ,283200,1062000,63.66666667,1992
Jute,Sylhet ,1560,5270,281.3333333,1992
Jute,Tangail ,97890,379810,113.3333333,1992
Jute,Bandarban ,0,0,,1993
Jute,Barisal ,4110,11590,330,1993
Jute,Bogra ,21770,93180,299,1993
Jute,Chittagonj ,0,0,252.3333333,1993
Jute,Comilla ,29840,122340,139.6666667,1993
Jute,Dhaka ,86960,307840,127,1993
Jute,Dinajpur ,43150,119530,363.6666667,1993
Jute,Faridpur ,188950,710450,131.3333333,1993
Jute,jamalpur ,70810,262000,,1993
Jute,Jessore ,126120,596550,192.3333333,1993
Jute,Khagrachari ,0,0,,1993
Jute,Khulna ,12230,50270,171.3333333,1993
Jute,Kishoregonj ,37410,124200,,1993
Jute,Kustia ,88910,432990,,1993
Jute,Mymensingh ,38430,117210,63.33333333,1993
Jute,Noakhali ,520,1550,135.6666667,1993
Jute,Pabna ,67910,235650,,1993
Jute,Patuakhali ,1850,2630,271.6666667,1993
Jute,Rajshahi ,44620,158400,94,1993
Jute,Rangamati ,120,460,314.6666667,1993
Jute,Rangpur ,231710,824890,195.3333333,1993
Jute,Sylhet ,1510,5570,123.6666667,1993
Jute,Tangail ,84710,275310,64,1993
Jute,Bandarban ,0,0,,1994
Jute,Barisal ,4000,13000,221.3333333,1994
Jute,Bogra ,29000,127000,153,1994
Jute,Chittagonj ,0,0,190,1994
Jute,Comilla ,40000,169000,65.33333333,1994
