Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Year
Wheat,2,0.2,0.09,27.25,1999
Wheat,4,121.97,99.86,10.75,1999
Wheat,5,102.7,82.53,3.25,1999
Wheat,6,364.16,351.82,1.25,1999
Wheat,7,151.43,118.93,1,1999
Wheat,21,84.17,66.96,7.6,1999
Wheat,8,148.52,136.81,7.6,1999
Wheat,23,0.03,0.01,7.6,1999
Wheat,9,5.69,5.36,3.5,1999
Wheat,10,41.48,32.03,7.6,1999
Wheat,11,110.89,108.81,7.6,1999
Wheat,12,31.09,22.61,0.25,1999
Wheat,13,4,1.82,22.25,1999
Wheat,14,240.26,219.35,7.6,1999
Wheat,15,0.02,0.01,3.25,1999
Wheat,16,241.26,227.57,0.25,1999
Wheat,24,0.01,0.01,29.5,1999
Wheat,17,240.87,229.26,2,1999
Wheat,18,4.47,3.64,0,1999
Wheat,19,78.39,56.79,8.75,1999
Wheat,22,0,0,14.16,2000
Wheat,20,27.91,20.72,11.25,2000
Wheat,1,43.48,39,13.75,2000
Wheat,2,0.15,0.06,8,2000
Wheat,4,116.26,88.75,25,2000
Wheat,5,92.76,72.3,14.25,2000
Wheat,6,344.93,324.59,7.5,2000
Wheat,7,136.29,97.47,18.5,2000
Wheat,21,75.75,66.45,14.16,2000
Wheat,8,133.17,121.84,5,2000
Wheat,23,0.03,0.01,14.16,2000
Wheat,9,5.22,4.46,5,2000
Wheat,10,33.26,23.86,14.16,2000
Wheat,11,125.19,120,14.16,2000
Wheat,12,27.9,18.83,9.5,2000
Wheat,13,2.29,0.97,26,2000
Wheat,14,216.23,191.53,14.16,2000
Wheat,15,0,0,32.25,2000
Wheat,16,226.52,211.81,12.75,2000
Wheat,24,0.01,0.01,21.75,2000
Wheat,17,226.42,217.97,4,2000
Wheat,18,5.07,4,12.75,2000
Wheat,19,70.45,48.65,13.5,2000
Wheat,22,0,0,15.41,2001
Wheat,20,17.15,11.54,21,2001
Wheat,1,50.49,45.76,2,2001
Wheat,2,0.14,0.05,23.25,2001
Wheat,4,110.12,78.88,21.25,2001
Wheat,5,97.73,75.29,4.75,2001
Wheat,6,353.56,337.19,13.25,2001
Wheat,7,130.86,93.3,11.5,2001
Wheat,21,79.96,63.19,15.41,2001
Wheat,8,122.84,113.99,3.5,2001
Wheat,23,0.02,0.01,15.41,2001
Wheat,9,5.46,4.76,23.75,2001
Wheat,10,22.21,16.79,15.41,2001
Wheat,11,112.42,104.4,15.41,2001
Wheat,12,19.56,14.24,5.5,2001
Wheat,13,2.14,0.96,15,2001
Wheat,14,208.24,187.33,15.41,2001
Wheat,15,0,0,26.25,2001
Wheat,16,218.82,205.51,0.25,2001
Wheat,24,0,0,27.25,2001
Wheat,17,210.46,201.5,2,2001
Wheat,18,8.94,7.62,49.5,2001
Wheat,19,61.99,43.45,12,2001
Wheat,22,0,0,23.04,2002
Wheat,20,15.51,11.5,27.75,2002
Wheat,1,45.85,41.62,7,2002
Wheat,2,0.14,0.05,34.75,2002
Wheat,4,118.1,86.62,28,2002
Wheat,5,82.13,62.08,15.5,2002
Wheat,6,343.62,317.45,8,2002
Wheat,7,104.19,73.7,37.25,2002
Wheat,21,76.77,64.13,23.04,2002
Wheat,8,115.18,109.5,32.5,2002
Wheat,23,0,0,23.04,2002
Wheat,9,5.7,4.89,46,2002
Wheat,10,25.48,19.46,23.04,2002
Wheat,11,106.24,84.67,23.04,2002
Wheat,12,19.64,14.71,23.25,2002
Wheat,13,2.55,1.6,22.25,2002
Wheat,14,202.19,181.13,23.04,2002
Wheat,15,0,0,6.25,2002
Wheat,16,212.51,199.1,7,2002
Wheat,24,0,0,27.5,2002
Wheat,17,196.65,183.88,5.25,2002
Wheat,18,8.64,6.98,37.5,2002
Wheat,19,64.66,43.64,26,2002
Wheat,25,0.204,0.172,12.23,2003
Wheat,26,0,0,12.23,2003
Wheat,27,0,0,12.23,2003
Wheat,20,2.054,1.522,8,2003
Wheat,28,10.13,7.49,8,2003
Wheat,29,7.984,5.897,8.5,2003
Wheat,1,17.413,14.884,17.5,2003
Wheat,30,36.68,30.75,17.5,2003
Wheat,31,25.395,16.902,12.23,2003
Wheat,32,22.314,19.327,9.75,2003
Wheat,2,0.13,0.09,12.23,2003
Wheat,33,0.13,0.09,12.23,2003
Wheat,34,25.525,21.716,12.23,2003
Wheat,4,40.861,30.951,26,2003
Wheat,35,88.57,67.18,12.23,2003
Wheat,36,0,0,1.75,2003
Wheat,5,8.367,5.935,17.5,2003
Wheat,37,65.7,47.23,17.5,2003
Wheat,6,138.007,99.212,19,2003
Wheat,38,327.17,216.28,19,2003
Wheat,7,36.004,29.21,34.75,2003
Wheat,39,93.77,69.48,34.75,2003
Wheat,40,0.074,0.061,15.5,2003
Wheat,41,22.752,18.743,12.23,2003
Wheat,42,2.752,1.944,12.23,2003
Wheat,43,7.206,4.714,12.23,2003
Wheat,44,3.565,2.951,12.23,2003
Wheat,45,0.041,0.031,12.23,2003
Wheat,21,47.503,39.39,12.23,2003
Wheat,230,69.09,57.79,12.23,2003
Wheat,8,30.02,29.845,7.5,2003
Wheat,46,97.9,88,12.23,2003
Wheat,47,35.283,30.761,12.23,2003
Wheat,48,19.267,15.866,12.23,2003
Wheat,49,0,0,12.23,2003
Wheat,9,0.398,0.349,5.5,2003
Wheat,50,4.81,4.36,12.23,2003
Wheat,10,15.842,11.973,12.23,2003
Wheat,51,20.38,15.24,12.23,2003
Wheat,52,47.071,34.074,12.23,2003
Wheat,11,45.739,39.257,12.23,2003
Wheat,53,102.36,89.33,12.23,2003
Wheat,54,0.351,0.251,12.23,2003
Wheat,55,20.664,15.674,12.23,2003
Wheat,56,7.258,4.748,8.25,2003
Wheat,57,24.814,19.962,12.23,2003
Wheat,58,34.131,25.37,12.23,2003
Wheat,59,0.496,0.447,12.23,2003
Wheat,60,31.096,28.357,12.23,2003
Wheat,61,3.086,2.303,12.23,2003
Wheat,62,0,0,9.25,2003
Wheat,63,7.783,7.432,12.23,2003
Wheat,64,13.425,8.659,12.23,2003
Wheat,65,3.939,3.019,12.23,2003
Wheat,66,58.987,62.604,12.23,2003
Wheat,67,23.794,23.409,12.23,2003
Wheat,68,4.538,3.267,12.23,2003
Wheat,69,33.517,22.93,12.23,2003
Wheat,70,49.147,42.124,12.23,2003
Wheat,13,0.055,0.038,15.5,2003
Wheat,71,0.48,0.35,15.5,2003
Wheat,14,136.249,116.625,12.23,2003
Wheat,135,210.46,171.97,12.23,2003
Wheat,72,58.986,37.853,12.23,2003
Wheat,15,0,0,1.5,2003
Wheat,137,0,0,1.5,2003
Wheat,73,0.051,0.04,12.23,2003
Wheat,74,29.37,20.607,12.23,2003
Wheat,16,66.562,66.353,6.75,2003
Wheat,138,198.49,194.49,6.75,2003
Wheat,235,0.01,0.01,12.23,2003
Wheat,17,52.976,47.639,13.75,2003
Wheat,139,176.98,139.06,13.75,2003
Wheat,75,4.208,3.839,6.25,2003
Wheat,76,13.932,10.201,12.23,2003
Wheat,77,21.587,18.4,12.23,2003
Wheat,78,74.211,55.345,12.23,2003
Wheat,79,1.472,1.151,12.23,2003
Wheat,18,0.947,0.801,1.75,2003
Wheat,146,6.48,5.35,1.75,2003
Wheat,150,58.19,37.14,9,2003
Wheat,80,130.177,79.215,12.23,2003
Wheat,25,0.186,0.106,1.34,2004
Wheat,26,0,0,1.34,2004
Wheat,27,0,0,1.34,2004
Wheat,20,2.178,1.389,0,2004
Wheat,28,9.903,5.558,0,2004
Wheat,29,7.62,4.11,0.25,2004
Wheat,1,14.884,12.813,0,2004
Wheat,30,30.75,24.931,0,2004
Wheat,31,22.184,14.615,1.34,2004
Wheat,32,19.401,11.145,1.34,2004
Wheat,2,0.085,0.038,1.34,2004
Wheat,33,0.085,0.038,1.34,2004
Wheat,34,28.062,19.525,1.34,2004
Wheat,4,36.005,24.312,1.25,2004
Wheat,35,77.59,50.072,1.25,2004
Wheat,36,0,0,0,2004
Wheat,5,6.549,4.642,0,2004
Wheat,37,49.204,32.143,0,2004
Wheat,6,99.212,105.598,2.5,2004
Wheat,38,216.28,276.972,2.5,2004
Wheat,7,39.927,23.801,1.25,2004
Wheat,39,103.65,64.992,1.25,2004
Wheat,40,0.061,0.052,0,2004
Wheat,41,18.743,19.92,1.34,2004
Wheat,42,1.956,1.572,1.34,2004
Wheat,43,7.284,5.008,1.34,2004
Wheat,44,2.693,2.115,1.34,2004
Wheat,45,0.045,0.026,1.34,2004
Wheat,21,33.807,24.04,1.34,2004
Wheat,230,54.307,40.5,1.34,2004
Wheat,8,22.835,15.496,0.75,2004
Wheat,46,75.599,46.582,0.75,2004
Wheat,47,24.811,14.022,1.34,2004
Wheat,48,15.866,12.118,1.34,2004
Wheat,49,0,0,1.34,2004
Wheat,9,0.317,0.245,0,2004
Wheat,50,5.128,3.99,0,2004
Wheat,10,11.494,7.161,0,2004
Wheat,51,15.871,9.692,0,2004
Wheat,52,34.074,37.765,1.34,2004
Wheat,11,45.441,25.155,1.34,2004
Wheat,53,94.797,53.781,1.34,2004
Wheat,54,0.382,0.199,1.34,2004
Wheat,55,15.674,17.93,1.34,2004
Wheat,56,6.864,4.627,3,2004
Wheat,57,22.16,13.053,1.34,2004
Wheat,58,24.858,13.454,1.34,2004
Wheat,59,0.398,0.302,1.34,2004
Wheat,60,21.294,9.101,1.34,2004
Wheat,61,2.112,1.786,1.34,2004
Wheat,62,0,0,6.5,2004
Wheat,63,5.793,4.011,1.34,2004
Wheat,64,10.298,7.984,1.34,2004
Wheat,65,3.431,2.705,1.34,2004
Wheat,66,62.604,61.048,1.34,2004
Wheat,67,23.409,23.096,1.34,2004
Wheat,68,4.377,2.531,1.34,2004
Wheat,69,22.93,23.895,1.34,2004
Wheat,70,42.124,50.66,1.34,2004
Wheat,13,0.085,0.044,0,2004
Wheat,71,0.528,0.295,0,2004
Wheat,14,116.625,127.618,1.34,2004
Wheat,135,171.97,196.353,1.34,2004
Wheat,72,37.853,49.332,1.34,2004
Wheat,15,0,0,0.25,2004
Wheat,137,0,0,0.25,2004
Wheat,73,0.06,0.033,1.34,2004
Wheat,74,33.08,18.608,1.34,2004
Wheat,16,66.353,55.419,2.5,2004
Wheat,138,194.49,190.223,2.5,2004
Wheat,235,0.01,0.007,0,2004
Wheat,17,47.639,44.456,3,2004
Wheat,139,139.06,143.966,3,2004
Wheat,75,4.625,3.639,0,2004
Wheat,76,16.495,12.948,1.34,2004
Wheat,77,20.5,16.46,1.34,2004
Wheat,78,55.345,68.735,1.34,2004
Wheat,79,2.56,1.661,1.34,2004
Wheat,18,0.579,0.441,6.5,2004
Wheat,146,6.23,4.519,6.5,2004
Wheat,150,37.464,19.536,2.5,2004
Wheat,80,79.215,122.042,1.34,2004
Wheat,25,0.152,0.067,8.53,2005
Wheat,26,0,0,8.53,2005
Wheat,27,0,0,8.53,2005
Wheat,20,1.23,0.776,3.5,2005
Wheat,28,7.442,4.022,3.5,2005
Wheat,29,6.212,3.246,3.75,2005
Wheat,1,7.414,5.089,3.75,2005
Wheat,30,16.096,11.324,3.75,2005
Wheat,31,28.18,13.769,8.53,2005
Wheat,32,14.398,6.976,2.25,2005
Wheat,2,0.059,0.019,8.53,2005
Wheat,33,0.059,0.019,8.53,2005
Wheat,34,17.439,12.98,8.53,2005
Wheat,4,29.484,14.692,2.25,2005
Wheat,35,72.062,35.437,2.25,2005
Wheat,36,0,0,13.5,2005
Wheat,5,3.221,1.921,1.75,2005
Wheat,37,36.17,20.552,1.75,2005
Wheat,6,86.966,54.179,6,2005
Wheat,38,251.198,147.945,6,2005
Wheat,7,40.927,23.053,4,2005
Wheat,39,107.901,62.777,4,2005
Wheat,40,0.058,0.046,8.25,2005
Wheat,41,14.18,6.203,8.53,2005
Wheat,42,1.835,1.218,8.53,2005
Wheat,43,7.688,4.643,8.53,2005
Wheat,44,1.09,0.744,8.53,2005
Wheat,45,0,0,8.53,2005
Wheat,21,17.462,9.34,8.53,2005
Wheat,230,30.73,18.398,8.53,2005
Wheat,8,18.029,14.61,12.75,2005
Wheat,46,71.82,51.055,12.75,2005
Wheat,47,24.14,16.247,8.53,2005
Wheat,48,8.682,6.235,8.53,2005
Wheat,49,0,0,8.53,2005
Wheat,9,0.258,0.164,3.75,2005
Wheat,50,4.299,2.866,3.75,2005
Wheat,10,10.53,5.283,8.53,2005
Wheat,51,15.008,7.209,8.53,2005
Wheat,52,39.82,20.453,8.53,2005
Wheat,11,40.448,23.795,8.53,2005
Wheat,53,84.099,60.296,8.53,2005
Wheat,54,0.37,0.14,8.53,2005
Wheat,55,12.17,6.242,8.53,2005
Wheat,56,8.71,5.351,91.5,2005
Wheat,57,24.502,17.121,8.53,2005
Wheat,58,19.161,9.856,8.53,2005
Wheat,59,0.356,0.16,8.53,2005
Wheat,60,26.212,23.521,8.53,2005
Wheat,61,1.89,1.468,8.53,2005
Wheat,62,0,0,7.5,2005
Wheat,63,5.149,3.077,8.53,2005
Wheat,64,7.622,3.985,8.53,2005
Wheat,65,3.341,2.104,8.53,2005
Wheat,66,56.523,35.678,8.53,2005
Wheat,67,16.802,13.999,8.53,2005
Wheat,68,4.478,1.926,8.53,2005
Wheat,69,28.368,14.02,8.53,2005
Wheat,70,43.309,29.147,8.53,2005
Wheat,13,0.054,0.015,8.53,2005
Wheat,71,0.482,0.201,8.53,2005
Wheat,14,113.83,85.999,8.53,2005
Wheat,135,129.231,95.927,8.53,2005
Wheat,72,44.828,25.752,8.53,2005
Wheat,15,0,0,7.25,2005
Wheat,137,0,0,7.25,2005
Wheat,73,0,0,8.53,2005
Wheat,74,35.896,20.206,8.53,2005
Wheat,16,67.046,48.952,3.75,2005
Wheat,138,183.68,127.776,3.75,2005
Wheat,235,0.01,0.006,15.5,2005
Wheat,17,29.72,18.194,5,2005
Wheat,139,124.258,65.112,5,2005
Wheat,75,3.889,2.635,4,2005
Wheat,76,14.68,9.524,8.53,2005
Wheat,77,13.268,9.058,8.53,2005
Wheat,78,15.401,9.928,8.53,2005
Wheat,79,2.456,1.258,8.53,2005
Wheat,18,0.35,0.211,12,2005
Wheat,146,4.252,2.373,12,2005
Wheat,150,31.962,15.784,4,2005
Wheat,80,119.404,68.014,8.53,2005
Wheat,25,0.19,0.131,2.77,2006
Wheat,26,0,0,2.77,2006
Wheat,27,0,0,2.77,2006
Wheat,20,1.34,0.861,0.5,2006
Wheat,28,9.195,5.833,0.5,2006
Wheat,29,7.84,4.966,0,2006
Wheat,1,3.115,2.173,0.25,2006
Wheat,30,9.015,6.569,0.25,2006
Wheat,31,18.695,10.147,2.77,2006
Wheat,32,11.615,7.86,0,2006
Wheat,2,0.02,0.007,2.77,2006
Wheat,33,0.02,0.007,2.77,2006
Wheat,34,15.78,13.442,2.77,2006
Wheat,4,17.48,10.681,0.25,2006
Wheat,35,47.79,28.688,0.25,2006
Wheat,36,0,0,2.5,2006
Wheat,5,1.99,1.126,1.25,2006
Wheat,37,23.77,15.429,1.25,2006
Wheat,6,56.495,37.579,7.75,2006
Wheat,38,192.415,161.105,7.75,2006
Wheat,7,44.275,30.012,0.25,2006
Wheat,39,107.755,69.729,0.25,2006
Wheat,40,0.12,0.088,0,2006
Wheat,41,11.555,7.332,2.77,2006
Wheat,42,1.06,0.736,2.77,2006
Wheat,43,7.44,4.743,2.77,2006
Wheat,44,1.15,0.819,2.77,2006
Wheat,45,0.005,0.002,2.77,2006
Wheat,21,13.425,7.562,2.77,2006
Wheat,230,21.175,13.084,2.77,2006
Wheat,8,14.8,13.673,3.25,2006
Wheat,46,64.53,51.106,3.25,2006
Wheat,47,23.425,17.759,2.77,2006
Wheat,48,5.9,4.396,2.77,2006
Wheat,49,0,0,2.77,2006
Wheat,9,0.3,0.194,0.25,2006
Wheat,50,4.22,2.853,0.25,2006
Wheat,10,7.61,4.417,2.77,2006
Wheat,51,11.04,6.686,2.77,2006
Wheat,52,33.325,23.995,2.77,2006
Wheat,11,35.125,24.597,2.77,2006
Wheat,53,72.015,56.241,2.77,2006
Wheat,54,0.355,0.262,2.77,2006
Wheat,55,5.43,3.586,2.77,2006
Wheat,56,8.83,5.478,0.25,2006
Wheat,57,21.35,16.154,2.77,2006
Wheat,58,9.78,5.556,2.77,2006
Wheat,59,0.26,0.191,2.77,2006
Wheat,60,21.11,18.202,2.77,2006
Wheat,61,1.62,1.169,2.77,2006
Wheat,62,0,0,0,2006
Wheat,63,4.955,3.52,2.77,2006
Wheat,64,6.65,4.962,2.77,2006
Wheat,65,2.67,1.88,2.77,2006
Wheat,66,56.575,48.297,2.77,2006
Wheat,67,17.375,15.228,2.77,2006
Wheat,68,3.43,2.269,2.77,2006
Wheat,69,23.53,16.749,2.77,2006
Wheat,70,39.85,27.325,2.77,2006
Wheat,13,0.065,0.038,0,2006
Wheat,71,0.54,0.388,0,2006
Wheat,14,105.185,80.018,2.77,2006
Wheat,135,115.51,86.986,2.77,2006
Wheat,72,27.34,20.053,2.77,2006
Wheat,15,0,0,0.75,2006
Wheat,137,0,0,0.75,2006
Wheat,73,0.01,0.004,2.77,2006
Wheat,74,35.72,20.867,2.77,2006
Wheat,16,62.965,48.464,2.5,2006
Wheat,138,176.765,139.314,2.5,2006
Wheat,235,0.01,0.006,4.75,2006
Wheat,17,24.095,17.331,8.5,2006
Wheat,139,97.935,68.993,8.5,2006
Wheat,75,3.73,2.528,0,2006
Wheat,76,11.49,8.629,2.77,2006
Wheat,77,7.75,5.522,2.77,2006
Wheat,78,10.325,6.968,2.77,2006
Wheat,79,0.385,0.243,2.77,2006
Wheat,18,0.355,0.174,19.25,2006
Wheat,146,2.15,1.427,19.25,2006
Wheat,150,21.89,16.048,0,2006
Wheat,80,108.58,103.473,2.77,2006
Wheat,25,0.225,0.165,34.27,2007
Wheat,26,0,0,34.27,2007
Wheat,27,0.04,0.032,34.27,2007
Wheat,20,1.715,1.29,41.75,2007
Wheat,28,9.24,7.158,41.75,2007
Wheat,29,7.49,5.846,44.75,2007
Wheat,1,3.015,2.458,8.25,2007
Wheat,30,7.815,6.131,8.25,2007
Wheat,31,21.97,12.326,34.27,2007
Wheat,32,10.265,7.169,41.5,2007
Wheat,2,0.03,0.014,34.27,2007
Wheat,33,0.03,0.014,34.27,2007
Wheat,34,12.82,11.762,34.27,2007
Wheat,4,11.23,7.34,25.5,2007
Wheat,35,43.465,26.835,25.5,2007
Wheat,36,0,0,48,2007
Wheat,5,1.895,1.129,35.25,2007
Wheat,37,21.025,15.778,35.25,2007
Wheat,6,49.55,42.984,7.5,2007
Wheat,38,207.635,203.779,7.5,2007
Wheat,7,57.21,47.6,38.25,2007
Wheat,39,132.22,103.416,38.25,2007
Wheat,40,0.175,0.126,37,2007
Wheat,41,7.755,5.989,34.27,2007
Wheat,42,0.63,0.479,34.27,2007
Wheat,43,9.385,7.938,34.27,2007
Wheat,44,1.405,1.17,34.27,2007
Wheat,45,0.03,0.02,34.27,2007
Wheat,21,13.775,9.821,34.27,2007
Wheat,230,21.075,16.342,34.27,2007
Wheat,8,13.94,13.362,44.75,2007
Wheat,46,61.4,52.091,44.75,2007
Wheat,47,19.665,15.107,34.27,2007
Wheat,48,4.8,3.673,34.27,2007
Wheat,49,0,0,34.27,2007
Wheat,9,0.335,0.244,41.75,2007
Wheat,50,4.72,3.723,41.75,2007
Wheat,10,11.16,7.298,34.27,2007
Wheat,51,14.585,9.877,34.27,2007
Wheat,52,29.545,25.619,34.27,2007
Wheat,11,33.145,31.759,34.27,2007
Wheat,53,64.605,64.624,34.27,2007
Wheat,54,0.31,0.234,34.27,2007
Wheat,55,6.195,5.182,34.27,2007
Wheat,56,10.35,7.812,46,2007
Wheat,57,21.645,18.292,34.27,2007
Wheat,58,9.035,6.87,34.27,2007
Wheat,59,0.002,0.001,34.27,2007
Wheat,60,18.64,21.103,34.27,2007
Wheat,61,1.015,0.642,34.27,2007
Wheat,62,0,0,30.5,2007
Wheat,63,6.15,5.33,34.27,2007
Wheat,64,5.425,4.585,34.27,2007
Wheat,65,3.025,2.073,34.27,2007
Wheat,66,44.63,48.695,34.27,2007
Wheat,67,34.675,37.354,34.27,2007
Wheat,68,3.425,2.579,34.27,2007
Wheat,69,21.825,18.794,34.27,2007
Wheat,70,28.165,24.727,34.27,2007
Wheat,13,0.06,0.05,34.27,2007
Wheat,71,0.545,0.41,34.27,2007
Wheat,14,75.3,65.912,34.27,2007
Wheat,135,84.36,73.629,34.27,2007
Wheat,72,35.445,28.816,34.27,2007
Wheat,15,0.005,0.002,71,2007
Wheat,137,0.045,0.034,71,2007
Wheat,73,0.005,0.002,34.27,2007
Wheat,74,42.785,30.392,34.27,2007
Wheat,16,65.545,59.013,7,2007
Wheat,138,173.015,169.789,7,2007
Wheat,235,0.06,0.04,34.75,2007
Wheat,17,10.51,9.4,14.75,2007
Wheat,139,75.83,64.984,14.75,2007
Wheat,75,4.16,3.314,53.75,2007
Wheat,76,12.49,9.674,34.27,2007
Wheat,77,7.3,6.521,34.27,2007
Wheat,78,9.06,7.717,34.27,2007
Wheat,79,0.4,0.309,34.27,2007
Wheat,18,0.54,0.423,44.5,2007
Wheat,146,2.347,1.903,44.5,2007
Wheat,150,24.45,17.477,34.25,2007
Wheat,80,122.64,131.979,34.27,2007
Wheat,25,0.297,0.253,15.29,2008
Wheat,26,0,0,15.29,2008
Wheat,27,0.04,0.024,15.29,2008
Wheat,20,1.841,1.361,16.25,2008
Wheat,28,8.526,7.648,16.25,2008
Wheat,29,6.535,6.167,9.5,2008
Wheat,1,4.05,3.462,6.75,2008
Wheat,30,8.85,8.386,6.75,2008
Wheat,31,15.077,8.447,15.29,2008
Wheat,32,7.68,4.925,15.29,2008
Wheat,2,0.025,0.011,25.5,2008
Wheat,33,0.025,0.011,25.5,2008
Wheat,34,27.26,22.824,15.29,2008
Wheat,4,12.018,7.752,10.25,2008
Wheat,35,34.775,21.124,10.25,2008
Wheat,36,0,0,17,2008
Wheat,5,2.805,2.306,19.75,2008
Wheat,37,19.614,15.732,19.75,2008
Wheat,6,67.12,54.067,8.5,2008
Wheat,38,214.11,179.435,8.5,2008
Wheat,7,64.253,49.359,21.75,2008
Wheat,39,149.05,130.494,21.75,2008
Wheat,40,0.205,0.157,11.25,2008
Wheat,41,2.6,1.755,15.29,2008
Wheat,42,0.555,0.447,15.29,2008
Wheat,43,13.466,12.466,15.29,2008
Wheat,44,1.505,1.085,15.29,2008
Wheat,45,0.037,0.025,15.29,2008
Wheat,21,12.505,8.976,15.29,2008
Wheat,230,15.98,11.709,15.29,2008
Wheat,8,13.815,15.14,26.25,2008
Wheat,46,60.901,56.677,15.29,2008
Wheat,47,16.85,14.278,15.29,2008
Wheat,48,4.8,4.924,15.29,2008
Wheat,49,0.002,0.001,15.29,2008
Wheat,9,0.475,0.408,25.5,2008
Wheat,50,4.951,4.224,25.5,2008
Wheat,10,9.02,7.384,15.29,2008
Wheat,51,11.71,9.154,15.29,2008
Wheat,52,20.52,13.603,15.29,2008
Wheat,11,32.087,26.577,15.29,2008
Wheat,53,90.197,82.957,15.29,2008
Wheat,54,0.2,0.15,15.29,2008
Wheat,55,3.04,2.355,15.29,2008
Wheat,56,11.31,8.916,13.75,2008
Wheat,57,22.34,19.913,15.29,2008
Wheat,58,5.522,4.535,15.29,2008
Wheat,59,0.19,0.117,15.29,2008
Wheat,60,30.85,33.556,15.29,2008
Wheat,61,1.63,1.151,15.29,2008
Wheat,81,6.075,4.055,8.75,2008
Wheat,63,7.896,7.346,15.29,2008
Wheat,64,5.232,4.505,15.29,2008
Wheat,65,3.87,2.788,15.29,2008
Wheat,66,75.413,80.339,15.29,2008
Wheat,67,21.97,23.741,15.29,2008
Wheat,68,2.69,1.77,15.29,2008
Wheat,69,3.87,3.237,15.29,2008
Wheat,70,30.18,25.505,15.29,2008
Wheat,13,0.066,0.05,11.25,2008
Wheat,71,0.471,0.357,11.25,2008
Wheat,14,80.348,72.79,15.29,2008
Wheat,135,89.53,79.655,15.29,2008
Wheat,72,38.85,29.54,15.29,2008
Wheat,15,0.025,0.021,13.5,2008
Wheat,137,0.065,0.045,13.5,2008
Wheat,73,0.113,0.095,15.29,2008
Wheat,74,47.904,50.282,15.29,2008
Wheat,16,68.89,63.053,6.5,2008
Wheat,138,196.453,192.638,6.5,2008
Wheat,235,0.065,0.046,20,2008
Wheat,17,9.753,8.501,9.25,2008
Wheat,139,39.783,29.451,9.25,2008
Wheat,75,4.179,3.563,32.75,2008
Wheat,76,12.117,9.471,15.29,2008
Wheat,77,3.475,2.733,15.29,2008
Wheat,78,9.182,6.865,15.29,2008
Wheat,79,0.377,0.321,15.29,2008
Wheat,18,0.455,0.382,13.5,2008
Wheat,146,2.527,1.905,13.5,2008
Wheat,150,21.465,13.341,19.25,2008
Wheat,80,108.14,95.828,15.29,2008
Wheat,25,0.505,0.454,3.59,2009
Wheat,26,0,0,3.59,2009
Wheat,27,0,0.001,3.59,2009
Wheat,20,1.896,1.321,8.25,2009
Wheat,28,6.381,7.651,8.25,2009
Wheat,29,4.402,6.291,5.25,2009
Wheat,1,3.162,2.556,0.75,2009
Wheat,30,7.296,6.218,0.75,2009
Wheat,31,18.58,10.798,3.59,2009
Wheat,32,5.078,3.169,1,2009
Wheat,2,0.018,0.008,4.75,2009
Wheat,33,0.018,0.008,4.75,2009
Wheat,34,29.74,12.836,3.59,2009
Wheat,4,7.709,5.15,0,2009
Wheat,35,31.367,19.117,0,2009
Wheat,36,0,0,14.5,2009
Wheat,5,1.517,0.71,1.5,2009
Wheat,37,14.589,7.724,1.5,2009
Wheat,6,55.393,53.492,0.25,2009
Wheat,38,209.567,241.09,0.25,2009
Wheat,7,60.366,70.752,1.25,2009
Wheat,39,138.261,143.618,1.25,2009
Wheat,40,0.187,0.15,14,2009
Wheat,41,6.066,4.95,3.59,2009
Wheat,42,0.314,0.291,3.59,2009
Wheat,43,12.218,11.438,3.59,2009
Wheat,44,1.567,1.284,3.59,2009
Wheat,45,0.028,0.007,3.59,2009
Wheat,21,10.683,9.245,3.59,2009
Wheat,230,13.255,11.048,3.59,2009
Wheat,8,10.806,9.107,2.25,2009
Wheat,46,51.784,53.758,2.25,2009
Wheat,47,15.83,18.124,3.59,2009
Wheat,48,4.134,3.662,3.59,2009
Wheat,49,0,0,3.59,2009
Wheat,9,0.4,0.327,6.75,2009
Wheat,50,4.025,3.26,6.75,2009
Wheat,10,5.795,5.311,3.59,2009
Wheat,51,7.7,10.363,3.59,2009
Wheat,52,23.767,20.031,3.59,2009
Wheat,11,27.353,35.928,3.59,2009
Wheat,53,86.938,91.106,3.59,2009
Wheat,54,0.126,0.116,3.59,2009
Wheat,55,3.398,2.891,3.59,2009
Wheat,56,10.756,9.708,3,2009
Wheat,57,19.004,20.153,3.59,2009
Wheat,58,5.123,2.463,3.59,2009
Wheat,59,0.212,0.096,3.59,2009
Wheat,60,29.845,42.342,3.59,2009
Wheat,61,0.75,0.416,3.59,2009
Wheat,81,5.433,2.425,0,2009
Wheat,63,6.144,6.374,3.59,2009
Wheat,64,3.725,2.286,3.59,2009
Wheat,65,3.16,1.558,3.59,2009
Wheat,66,69.142,77.378,3.59,2009
Wheat,67,30.139,44.712,3.59,2009
Wheat,68,1.905,5.052,3.59,2009
Wheat,69,11.635,9.592,3.59,2009
Wheat,70,29.618,27.687,3.59,2009
Wheat,13,0.07,0.061,3.59,2009
Wheat,71,0.383,0.327,3.59,2009
Wheat,14,76.714,86.378,3.59,2009
Wheat,135,83.564,91.801,3.59,2009
Wheat,72,37.311,45.412,3.59,2009
Wheat,15,0.012,0.008,2.75,2009
Wheat,137,0.012,0.009,2.75,2009
Wheat,73,0.055,0.032,3.59,2009
Wheat,74,41.767,40.692,3.59,2009
Wheat,16,66.895,72.385,2,2009
